PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021, popn_highschool_and_equivalent,high_school_per,area_kmsq,lum_count_2021,sum_2021,mean_2021,lum_count_2017,sum_2017,mean_2017,lum_count_2016,sum_2016,mean_2016,lum_count_2015,sum_2015,mean_2015,lum_count_2014,sum_2014,mean_2014,lum_count_2013,sum_2013,mean_2013,lum_count_2012,sum_2012,mean_2012,lisa_total_100_20_21,lisa_governance_management_9_20_21,lisa_organization_administration_8_20_21,lisa_budget_plan_management_11_20_21,lisa_fiscal_economic_management_11_20_21,lisa_service_delivery_16_20_21,lisa_judicial_execution_7_20_21,lisa_physical_infrastructure_13_20_21,lisa_social_inclusion_10_20_21,lisa_environmental_protection_ disaster_management_9_20_21,lisa_cooperation_coordination_6_20_21,lisa_total_100_21_22,lisa_governance_management_9_21_22,lisa_organization_administration_8_21_22,lisa_budget_plan_management_11_21_22,lisa_fiscal_economic_management_11_21_22,lisa_service_delivery_16_21_22,lisa_judicial_execution_7_21_22,lisa_physical_infrastructure_13_21_22,lisa_social_inclusion_10_21_22,lisa_environmental_protection_ disaster_management_9_21_22,lisa_cooperation_coordination_6_21_22,fra_plan_budget_program_management_21_21_22,fra_implementation_capability_management_21_21_22,fra_accounting_reporting_17_20_21,fra_monitoring_evaluation_audit_16_21_22,fra_revenue_management_17_21_22,fra_total_100_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation
1,MORANG,Gaunpalika,Gramthan,36500,2968,8.13%,71.84,375,323.4584988,0.862555997,375,223.1745353,0.595132094,375,142.9738326,0.381263554,375,169.7329053,0.452621081,375,152.2991049,0.406130947,375,163.1405591,0.435041491,375,150.767567,0.402046845,67,7,7,10,10,13,6,6,2.5,1.5,4,70.5,8.5,6,8,10.75,12.25,6,5,7.5,4.5,2,14.5,21.5,15,10,13.5,74.5,Siwa Narayan Majhi Tharu,52,Male,CPN-UML
1,MORANG,Gaunpalika,Jahada,47836,1881,3.93%,62.38,330,361.6384054,1.095873956,330,265.3006446,0.803941347,330,177.6401656,0.538303532,330,194.4233972,0.58916181,330,152.7015485,0.462731965,330,162.3516341,0.491974649,330,165.024411,0.500073973,58,6.25,4.5,7,8,11.25,6,4.75,3.75,2.5,4,65.5,7,6,5.5,8.75,11.25,6,6.5,6.5,6,2,8,14,10,3.5,9.5,45,Kailash Prasad Mandal Gangai,51,Male,FSFN
1,MORANG,Gaunpalika,Kanepokhari,43177,3142,7.28%,82.3,435,261.2164111,0.600497497,435,161.7075169,0.371741418,435,76.77949335,0.176504582,435,113.2394636,0.260320606,435,83.00053565,0.190805829,435,100.3263803,0.230635357,435,75.1667391,0.172797101,68.25,8,5,7.5,6.75,11,6,7,7.5,3.5,6,78.75,8,6,8,7,12.75,7,9,8.5,6.5,6,14.5,25,6,4.5,8.5,58.5,Tara Bahadur Kafle,61,Male,CPN-UML
1,MORANG,Gaunpalika,Katahari,48633,3806,7.83%,51.59,264,476.7826043,1.805994713,264,262.3283932,0.993668156,264,186.0511764,0.704739305,264,214.9410942,0.814170811,264,188.0585217,0.712342885,264,201.3906395,0.762843331,264,212.3881485,0.804500562,72.5,7.75,8,7.5,10.5,13.75,7,3.5,4.5,8,2,84.25,7.5,7,7.5,11,13.75,7,9.5,8,8,5,10,15,12,4,10,51,Ram Bahadur Kamat,50,Male,NC
1,MORANG,Gaunpalika,Kerabari,34725,2461,7.09%,219.83,1157,560.2587794,0.484234036,1157,354.926301,0.306764305,1157,104.2590587,0.090111546,1157,227.6721386,0.196777994,1157,190.9351476,0.165026057,1157,239.5948602,0.207082852,1157,100.5529219,0.086908316,68.75,8,5.75,7.25,6.5,10.25,7,5,6,8,5,73.25,7.5,5.5,9.5,8.25,16,7,7.5,8,3.5,0.5,18,25,14,11,16,84,Rohit Bahadur Karki,43,Male,NC
1,MORANG,Nagarpalika,Letang,38675,3445,8.91%,219.23,1127,501.8193222,0.445270029,1127,325.7218605,0.289016735,1127,98.72227733,0.087597407,1127,210.7157542,0.186970501,1127,160.1747691,0.142124906,1127,255.2243915,0.226463524,1127,98.29571893,0.087218917,58,7.5,4,9,6,10,7,4.5,4.5,2.5,3,54.25,8,3.5,7,7.25,10.75,7,2.5,4.25,3,1,12.5,17.5,11,7.5,11,59.5,Sankar Rai,37,Male,NC
1,MORANG,Gaunpalika,Miklajung,33315,2583,7.75%,158.98,836,402.4512393,0.481401004,836,244.4280853,0.292378092,836,74.06516142,0.088594691,836,164.0037103,0.196176687,836,122.0206767,0.145957747,836,162.7465684,0.194672929,836,77.97304473,0.093269192,64,8,6,8,8.5,11,7,7,4.5,1.5,2.5,71.25,8.5,6.5,8,9.5,13.75,7,8,5.5,2.5,2,10.5,20.5,11,4,8.5,54.5,Debi Prasad Acharya,62,Male,CPN-UML
1,MORANG,Nagarpalika,Patahrishanishchare,72689,6623,9.11%,79.61,413,298.337645,0.722367179,413,177.1499218,0.428934435,413,103.5131435,0.250637151,413,133.1927976,0.322500721,413,100.0324922,0.242209424,413,120.0463735,0.290669185,413,137.7910464,0.333634495,58.5,8,4.5,7,7,11.5,7,7,1.5,3.5,1.5,74,8,6,9,8.5,12.5,7,8.5,8.5,3.5,2.5,12.5,21,11,7.5,12,64,Dilip Kumar Rai,53,Male,CPN-UML
1,MORANG,Nagarpalika,Rangeli,57814,3634,6.29%,111.78,583,544.7586774,0.934405965,583,290.1208153,0.497634332,583,170.7845392,0.292940891,583,224.6135107,0.385271888,583,171.823649,0.29472324,583,185.0817686,0.31746444,583,204.0506453,0.350001107,62,7,6.5,7.5,8,11,6.5,3.5,2.5,4.5,5,69.5,7,6,8.5,9.75,10.25,7,7.5,5,4.5,4,13.5,12,3,3.5,11.5,43.5,Dilip Kumar Agarwal,51,Male,CPN-MC
1,MORANG,Nagarpalika,Ratuwamai,61355,4243,6.92%,142.15,736,406.2076189,0.551912526,736,297.3151048,0.40396074,736,151.2625142,0.20551972,736,214.3448323,0.291229392,736,150.8924959,0.205016978,736,165.520636,0.224892169,736,152.8285892,0.20764754,79.5,9,7.5,10,8.25,15.25,6,6.5,8.5,6,2.5,72.75,7.5,8,8.5,9,12.25,5,7,6.5,4,5,10,19,12,5.5,12,58.5,Rawin Rai,41,Male,NC
1,MORANG,Nagarpalika,Sundarharaicha,121305,12745,10.51%,110.16,576,660.424897,1.146571002,576,332.6914876,0.577589388,576,236.450896,0.410505028,576,237.899276,0.413019576,576,206.1349472,0.357873172,576,205.7994148,0.357290651,576,267.4403057,0.464306086,58.5,7.5,4.5,8,8,11.5,6,3,4.5,4,1.5,89,9,7,9.5,9,16,7,8.5,9,8,6,17.5,18,11,5,11,62.5,Siwa Prasad Dhakal,41,Male,NC
1,MORANG,Nagarpalika,Sunwarshi,56169,2619,4.66%,106.4,557,362.4517258,0.650721231,557,269.5543923,0.483939663,557,159.3020472,0.286000085,557,208.463305,0.374260871,557,153.5639561,0.275698305,557,166.368241,0.29868625,557,161.6311213,0.290181546,64.5,6.25,6,9,7.5,12.75,5,6.5,7,3.5,1,58.5,6,6.5,7.5,9,11,4,5.5,7.5,0.5,1,10,19.5,11,7,10,57.5,Kali Prasad Das,58,Male,NC
1,MORANG,Nagarpalika,Uralabari,71562,7335,10.25%,74.62,386,425.1956392,1.101543107,386,191.4224726,0.495913141,386,119.1785557,0.308752735,386,144.5689265,0.374530898,386,102.0059587,0.264264142,386,124.575751,0.322735106,386,160.5384735,0.415902781,59,6.5,3.5,7,10.5,9,5.5,5.5,3.5,3.5,4.5,69.25,7.5,5.25,8,10,10.5,5.5,6,7,4.5,5,13.5,22.5,12,7,11,66,Khang Bahadur Fagu,42,Male,NC
1,OKHALDHUNGA,Gaunpalika,Champadevi,16528,1109,6.71%,126.91,669,256.3157733,0.383132696,669,182.1887281,0.272329937,669,54.462336,0.081408574,669,119.7551169,0.179006154,669,70.28878465,0.105065448,669,77.56984634,0.115948948,669,49.82484258,0.074476596,54,6.75,5,5,6.5,9.5,3.5,7,5.75,4,1,74.5,8.5,6,7.5,9,14,6,7.5,9,6,1,12,20.5,11,6.5,8.5,58.5,Nawaraj KC,48,Male,NC
1,OKHALDHUNGA,Gaunpalika,Chisankhugadhi,13761,1033,7.51%,111.93,593,236.2021268,0.398317246,593,161.0011214,0.271502734,593,31.65101415,0.053374391,593,109.3273094,0.184363085,593,68.71387346,0.115874997,593,73.53974871,0.124013067,593,51.62106886,0.087050706,63.75,8,6,7.5,9.25,12,4.5,4,4.5,5.5,2.5,73.75,8,7,8,9.5,13.25,7,5,7,6,3,12.5,15.5,9,5.5,8.5,51,Nitanta Sharma Bastola,34,Male,CPN-MC
1,OKHALDHUNGA,Gaunpalika,Khijidemba,15867,1353,8.53%,179.77,945,354.1184196,0.374728486,945,253.4191175,0.268168378,945,55.64300658,0.058881488,945,166.7121886,0.176415014,945,95.88723547,0.101467974,945,109.3767458,0.115742588,945,81.39166954,0.086128751,76,9,7,8,9.75,14.5,7,7.5,5.75,4.5,3,62.25,8,5,7.5,7.75,11,7,6,6,4,0,9.5,20,10,8.5,4,52,Bed Bahadur Roka,55,Male,NC
1,OKHALDHUNGA,Gaunpalika,Likhu,11930,1134,9.51%,88.03,465,197.7985959,0.425373324,465,133.6931905,0.287512238,465,85.66996327,0.18423648,465,88.76597358,0.190894567,465,52.88395119,0.113728927,465,59.02390567,0.12693313,465,41.91567299,0.090141232,67,8,6,7,9,11.75,7,5.75,6.5,4,2,62.25,8,6.25,5.5,9,12.5,7,5.5,4.5,2.5,1.5,14.5,16.5,12,7.5,9.5,60,Gobinda Bahadur Paudel,61,Male,CPN-UML
1,OKHALDHUNGA,Gaunpalika,Manebhanjyang,19883,1667,8.38%,146.61,770,281.3680164,0.365413008,770,205.4192215,0.26677821,770,39.61216134,0.051444365,770,141.3062492,0.183514609,770,135.8861479,0.176475517,770,85.08660521,0.110502085,770,58.44803824,0.075906543,74.5,8,7.75,8,9.5,13.25,6,2.5,7.5,7,5,42,5.25,5,5.5,8.5,6.75,5.5,0.5,2,3,0,12.5,20,14,8.5,10.5,65.5,Moti Raj Rai,53,Male,NC
1,OKHALDHUNGA,Gaunpalika,Molung,16944,1446,8.53%,112.5,587,225.4418758,0.38405771,587,164.7866452,0.280726823,587,42.01661027,0.071578552,587,111.0113133,0.189116377,587,65.47635887,0.111544053,587,68.00726887,0.115855654,587,47.58056831,0.081057186,70.5,8,5.25,8,8.75,11.5,6,7.5,6,4.5,5,73.75,8,5.75,9,10,12.5,6,4,9,5,4.5,-,-,-,-,-,N/A,Mani Raj Rai,50,Male,CPN-UML
1,OKHALDHUNGA,Nagarpalika,Siddhicharan,27977,2713,9.70%,167.88,883,360.2035663,0.407931559,883,244.629484,0.277043583,883,53.80110514,0.060929904,883,160.3651658,0.181614004,883,101.5332897,0.114986738,883,102.3211735,0.115879019,883,68.75717513,0.077867696,65,7.5,5.75,8,10,8.25,5.5,10,7,3,0,71,8.5,5,8,7.75,12.5,5.5,8,8.5,3.25,4,-,-,-,-,-,N/A,Mohan Kumar Shrestha,61,Male,CPN-UML
1,OKHALDHUNGA,Gaunpalika,Sunkoshi,18024,1573,8.73%,143.75,750,312.8062608,0.417075014,750,201.6614921,0.268881989,750,43.88065051,0.058507534,750,133.6570314,0.178209375,750,147.9000926,0.197200123,750,86.15239358,0.114869858,750,73.78837278,0.098384497,44.5,7.5,5.75,7,9,5.25,4.5,1.5,2,2,0,83.75,7,8,9.5,11,14,7,10,8.5,5.5,3.25,12,16.5,10,2,4.5,45,Rudra Prasad Adhikari,45,Male,NC
1,PANCHTHAR,Gaunpalika,Falelung,20531,1478,7.20%,207.14,1084,397.0167417,0.366251607,1084,308.2981609,0.284407897,1084,63.70208151,0.058765758,1084,184.3914713,0.170102833,1084,122.8264323,0.113308517,1084,141.2441872,0.130299066,1084,62.06804077,0.05725834,73,7.5,5.5,9.5,9,12.5,7,8.75,6.5,4.5,2.25,60,8,7,8,9,9.5,7,4,5,2.5,0,15,17.5,9,3,2,46.5,Saya Kumar Kerung,49,Male,NC
1,PANCHTHAR,Gaunpalika,Falgunanda,21253,1576,7.42%,107.53,566,224.482642,0.396612442,566,171.4287625,0.302877672,566,52.71278538,0.09313213,566,120.7006856,0.213252095,566,87.2121609,0.15408509,566,86.79117709,0.153341302,566,51.56897486,0.091111263,74.5,8,7.5,9,9,15,7,6,7.5,4,1.5,71.25,8,5.5,9,9,13.75,7,6,6.75,5.5,0.75,14,18.5,12,8,11,63.5,Amar Gurung Newang,74,Male,NC
1,PANCHTHAR,Gaunpalika,Hilihang,20537,1314,6.40%,123.01,643,278.3261632,0.432855619,643,188.596496,0.293307148,643,173.178593,0.269329072,643,133.7705167,0.208041239,643,107.2836753,0.16684864,643,92.20870034,0.143403889,643,42.75040434,0.066485854,61.5,7,6.5,6.5,7.25,9.75,5.25,11,3,5.25,0,69.5,7.75,5.5,8.25,7.75,12.25,5.75,10,5.5,6.75,0,16,15.5,15,9,8.5,64,Bhuwani Prasad Lingden,66,Male,CPN-UML
1,PANCHTHAR,Gaunpalika,Kummayak,13020,882,6.77%,129.3,676,287.4704888,0.425252202,676,186.9897165,0.276612007,676,104.1848065,0.154119536,676,120.2163292,0.177834807,676,94.96874546,0.14048631,676,113.3621942,0.167695554,676,45.75436839,0.067683977,62,8,4,6,9.25,9.75,7,5.5,7.5,4,1,83.25,8.5,7,11,10.5,14,7,7.75,9,6,2.5,20.5,23,13,8.5,8,73,Jaya Bahadur Chepang,45,Male,CPN-UML
1,PANCHTHAR,Gaunpalika,Miklajung,21328,1564,7.33%,166.61,871,379.5921412,0.435811873,871,235.2984898,0.27014752,871,61.66685692,0.070800065,871,150.5876479,0.172890526,871,91.43461545,0.104976596,871,110.4402142,0.126797031,871,51.52041293,0.059150876,75.75,8,8,9.5,10.5,11.5,5,9.5,6.5,4.5,2.75,68,8.5,7,10,9,13.5,3,6.5,4,5,1.5,12,13,8,5,6.5,44.5,Amar Raj Makhim,42,Male,CPN-MC
1,PANCHTHAR,Nagarpalika,Phidim,48713,4394,9.02%,192.5,1005,459.1911353,0.456906602,1005,359.1169383,0.357330287,1005,146.2080246,0.145480621,1005,241.6166077,0.240414535,1005,174.4806563,0.173612593,1005,172.3454344,0.171487994,1005,112.3774052,0.111818314,74.75,7.75,5,8.25,8.5,11,6.5,9,9,5.75,4,91.75,9,8,7.25,10.5,14.5,6,13,8.5,9,6,16.5,26,14,10,15,81.5,Onag Newang,71,Male,NC
1,PANCHTHAR,Gaunpalika,Tumbewa,11063,546,4.94%,117.35,613,277.5860991,0.452832136,613,163.1247007,0.26610881,613,40.3978566,0.065901887,613,108.1210017,0.176380101,613,71.54443272,0.116711962,613,84.36323566,0.137623549,613,30.07636212,0.049064212,74.5,7.75,8,4.75,8.25,16,6,7.75,8,4,4,66,7.25,6.75,7.5,7,15,6,6,6.5,3,1,14.5,19,11,5,8,57.5,Hom Nath Thapa,53,Male,NC
1,PANCHTHAR,Gaunpalika,Yangwarak,16828,1312,7.80%,208.36,1092,387.3876343,0.354750581,1092,304.7200868,0.279047699,1092,57.92453618,0.053044447,1092,185.13067,0.169533581,1092,130.1910557,0.119222578,1092,140.3649681,0.128539348,1092,76.98552244,0.070499563,79,9,7,10.5,9.5,14,6,10,7,2.75,3.25,65.5,8,6,11,9.5,11,7,6,5,2,0,17,21,14,10.5,12.5,75,Lekh nath Ghimire,47,Male,CPN-UML
1,SANKHUWASABHA,Gaunpalika,Bhotkhola,6509,237,3.64%,733.46,3864,1336.610104,0.345913588,3864,1010.997991,0.261645443,3864,191.3304387,0.049516159,3864,639.5786711,0.16552243,3864,451.4632256,0.116838309,3864,565.2385478,0.146283268,3864,282.7672549,0.073179931,18.25,3,2,4,4.5,3.75,0,0,1,0,0,80.25,7.75,7.25,5.75,8,13,5.75,9.5,9.75,7.5,6,-,-,-,-,-,N/A,Tombwa Bhote,49,Male,NC
1,SANKHUWASABHA,Nagarpalika,Chainpur,27078,1616,5.97%,223.69,1171,436.5360625,0.372789123,1171,314.9584003,0.268965329,1171,75.53647198,0.064505954,1171,201.6122878,0.17217104,1171,126.6368255,0.108144172,1171,154.2693143,0.131741515,1171,86.07023805,0.073501484,48.5,7.25,5.5,4.5,3.5,8.25,6.5,7.5,1.5,1.25,2.75,74.5,8,7,8.5,8.25,14.5,7,11,6.5,3.25,0.5,-,-,-,-,-,N/A,Bharat Kumar Khatri,62,Male,CPN-UML
1,SANKHUWASABHA,Gaunpalika,Chichila,6720,347,5.16%,88.54,462,192.2146611,0.41604905,462,121.9645071,0.26399244,462,18.61619048,0.040294785,462,74.41321356,0.161067562,462,55.80155006,0.120782576,462,57.27790414,0.123978147,462,35.53428128,0.076914029,44.25,6.5,2.25,7.5,8,9.5,4,4,1.5,1,0,81,8,7.5,9,11,13,7,11,3.5,5,6,-,-,-,-,-,N/A,Pasang Nurwo Sherpa,38,Male,NC
1,SANKHUWASABHA,Nagarpalika,Dharmadevi,16300,1244,7.63%,132.83,694,276.271897,0.398086307,694,191.9012891,0.276514826,694,43.75532954,0.063048025,694,119.7748158,0.17258619,694,80.03067246,0.115317972,694,92.8567702,0.133799381,694,50.64641323,0.072977541,51.5,7,3.5,5,7.5,10.5,6,5.5,3,3.5,0,60.5,7,6,5,9.5,12,6,6,5,3.5,0.5,-,-,-,-,-,N/A,Ramesh Kumar Jibi,37,Male,NC
1,SANKHUWASABHA,Nagarpalika,Khandbari,36102,2788,7.72%,122.78,645,273.2236754,0.423602598,645,192.9374347,0.299127806,645,64.7160469,0.100334956,645,122.6796464,0.190201002,645,89.87251827,0.139337238,645,98.51367812,0.152734385,645,71.08596273,0.110210795,63,7,4.5,7.5,9.25,10.75,6.5,6.75,5,4.5,1.25,71.75,7.75,7.25,8,10,10.75,7,8.75,5.5,5.5,1.25,-,-,-,-,-,N/A,Murari Prasad Khatiwada,60,Male,CPN-UML
1,SANKHUWASABHA,Nagarpalika,Madi,13428,821,6.11%,110.1,577,201.9446197,0.349990675,577,157.8027542,0.273488309,577,32.10683444,0.055644427,577,96.82845045,0.167813606,577,62.80483955,0.108847209,577,75.06903556,0.130102315,577,42.82533176,0.074220679,59.75,7,7,6,7.25,14,6,3,5,4.5,0,65.25,7,7,9,10.5,16,7,0,4.5,3.75,0.5,-,-,-,-,-,N/A,Bidur Kumar Lepthe,41,Male,CPN-UML
1,SANKHUWASABHA,Gaunpalika,Makalu,13492,590,4.37%,1194.46,6268,2263.598206,0.361135642,6268,1695.030659,0.270426078,6268,356.0155543,0.056798908,6268,1101.756921,0.175774876,6268,780.5977465,0.124536973,6268,938.7707906,0.149771983,6268,524.2885198,0.083645265,10.25,4.5,0,0,0,0.75,5,0,0,0,0,59.5,7.5,5.5,6.5,5.75,12,7,0,6.5,2.75,6,-,-,-,-,-,N/A,Khanga Prasad Katuwal,52,Male,CPN-UML
1,SANKHUWASABHA,Nagarpalika,Panchakhapan,16391,851,5.19%,148.04,784,317.4585532,0.404921624,784,210.2888733,0.268225604,784,67.19272171,0.085705002,784,135.0018178,0.172196196,784,90.51049733,0.115447063,784,108.6819495,0.138624936,784,62.00810805,0.079091975,28,3,3,5.25,4.25,2,4,3,2.5,1,0,38.25,5,2.5,5.5,4.75,6.5,2.75,4.5,1.75,1.5,3.5,-,-,-,-,-,N/A,Bipin Rai,35,Male,NC
1,SANKHUWASABHA,Gaunpalika,Sabhapokhari,10005,466,4.66%,222.08,1170,407.103009,0.34795129,1170,314.0518369,0.268420373,1170,46.07800092,0.039382907,1170,181.8744416,0.155448241,1170,115.2061745,0.098466816,1170,143.4529435,0.122609353,1170,71.03785497,0.060716115,37.5,6,2.75,4.75,7.5,4.5,3,4.5,2,2.5,0,42,7.25,4.5,6.5,7.25,7.25,2,3.5,1.25,2.5,0,-,-,-,-,-,N/A,Ratna Bahadur Subba,46,Male,CPN-UML
1,SANKHUWASABHA,Gaunpalika,Silichong,10432,720,6.90%,501.9,2644,890.7406851,0.336891333,2644,665.8464482,0.251832999,2644,122.5033597,0.046332587,2644,417.3880007,0.15786233,2644,297.6696114,0.11258306,2644,342.2619199,0.129448532,2644,186.9368234,0.070702278,46,5.5,4,6.75,7,9.25,5,2,3.5,2.5,0.5,67,8,6,8,9,11,6,5,7,7,0,-,-,-,-,-,N/A,Ram Bahadur Rai,31,Male,NC
1,SOLUKHUMBU,Gaunpalika,Dudhkaushika,18459,1028,5.57%,144.61,759,333.6580501,0.439602174,759,217.4601597,0.286508774,759,58.3394499,0.07686357,759,144.8650407,0.190863031,759,93.55366219,0.123259107,759,107.6784642,0.141868859,759,73.29272169,0.096564851,45,7.5,4,5.5,6,10,5,3,1.5,2.5,0,71,9,5.5,8.5,9,12.5,7,7,5.5,5,2,16.5,22,15,9.5,9.5,72.5,Budhi Kiran Rai,35,Male,CPN-UML
1,SOLUKHUMBU,Gaunpalika,Dudhkoshi,12746,1456,11.42%,167.67,878,318.4660733,0.362717623,878,239.8865267,0.273219279,878,72.36292845,0.082417914,878,161.7994843,0.184281873,878,106.4998409,0.121298224,878,109.8095245,0.125067796,878,84.23706586,0.095941988,N/A,,,,,,,,,,,47.5,7,4.5,7.5,6.75,8.75,4,3,4,2,0,-,-,-,-,-,N/A,Ashim Rai,34,Male,CPN-MC
1,SOLUKHUMBU,Gaunpalika,Khumbupasanglahmu,9226,886,9.60%,1539.11,8109,2882.610379,0.355482844,8109,2313.817004,0.285339377,8109,686.1420712,0.084614881,8109,1569.86195,0.193595012,8109,1148.813143,0.14167137,8109,1370.271284,0.168981537,8109,857.3996105,0.105734321,46,8.5,5,6.75,6.25,8.75,1.75,3.5,3,1.5,1,69.75,8.5,6,9,9.75,11.5,3.5,8,7,6.5,0,-,-,-,-,-,N/A,Dim Dorje Sherpa,35,Male,CPN-UML
1,SOLUKHUMBU,Gaunpalika,Likhupike,5264,421,8.00%,124.38,656,279.2095932,0.42562438,656,170.5500347,0.259984809,656,42.20070139,0.064330337,656,112.381547,0.171313334,656,64.29880499,0.098016471,656,75.14130574,0.114544673,656,53.17624886,0.081061355,43,3.5,3,6,3,8.75,3.25,5,4.5,4.5,1.5,29,4,2,3,2.5,4.5,3,5,3,1.5,0.5,-,-,-,-,-,N/A,Dambar Bahadur Basnet,45,Male,CPN-MC
1,SOLUKHUMBU,Gaunpalika,Mahakulung,11971,677,5.66%,648.05,3411,1175.803753,0.344709397,3411,925.8962193,0.271444216,3411,227.9237605,0.066820217,3411,635.1763056,0.186214103,3411,430.4533555,0.126195648,3411,517.1592032,0.151615128,3411,300.5852281,0.088122318,N/A,,,,,,,,,,,25.25,5.25,2.75,4.5,4.5,6.75,0,0.5,1,0,0,-,-,-,-,-,N/A,Sagar Kirati,36,Male,CPN-MC
1,SOLUKHUMBU,Gaunpalika,Nechasalyan,10828,1439,13.29%,94.49,494,253.316997,0.512787443,494,166.2641241,0.336567053,494,28.20021881,0.057085463,494,90.5234721,0.183245895,494,60.73285168,0.122940995,494,62.19419527,0.125899181,494,44.36864677,0.089815074,66,7.75,4.75,6,7,9,6,8,8,5.5,4,90.25,8,5.75,9.5,10,14,7,12,10,9,5,-,-,-,-,-,N/A,Dufu Kumar Bastola,45,Male,CPN-UML
1,SOLUKHUMBU,Nagarpalika,Solududhakunda,27013,2332,8.63%,538.09,2828,1028.826511,0.363800039,2828,770.1628864,0.272334825,2828,192.7210939,0.068147487,2828,494.1500512,0.174734813,2828,314.3909613,0.111170778,2828,366.8995869,0.129738185,2828,247.0245969,0.087349575,54.5,6,3,5.5,8.25,9.25,6,7.5,4,5,0,75.75,6.5,6.5,8,8.5,13.25,7,9,9.5,5.5,2,15,15,14,6,9,59,Namgel Jobung Sherpa,37,Male,NC
1,SOLUKHUMBU,Gaunpalika,Sotang,9261,630,6.80%,103,547,194.1942009,0.355016821,547,148.0514774,0.270660836,547,40.44382995,0.073937532,547,99.47881729,0.181862554,547,62.51090766,0.114279539,547,67.16084974,0.122780347,547,48.5052676,0.088675078,50.5,8,2,7,8.25,10.75,6,4,2,1,1.5,35.75,4.25,2.5,3,6.25,7.25,5.5,1.5,4.5,1,0,-,-,-,-,-,N/A,Bir Bahadur Rai,48,Male,CPN-UML
1,SUNSARI,Nagarpalika,Barah,91891,7249,7.89%,222.08,1162,663.9363511,0.571373796,1162,477.267118,0.410729017,1162,250.6742477,0.215726547,1162,339.6471238,0.292295287,1162,293.7641581,0.252809086,1162,317.0352122,0.272835811,1162,231.1020006,0.198882961,73.75,7.75,8,9,8.75,12,7,6.25,6.25,6.5,2.25,80.25,8.5,8,7.5,10,14.25,7,10,8,5,2,-,-,-,-,-,N/A,Nilam Khanal,53,Male,CPN-UML
1,SUNSARI,Gaunpalika,Barju,36533,2056,5.63%,69.43,358,324.0104027,0.905056991,358,247.680346,0.691844542,358,175.6664523,0.490688414,358,205.1033794,0.572914468,358,185.8965325,0.519264057,358,197.0087179,0.550303681,358,191.3651871,0.534539629,58.25,8,5,9.5,5.5,12.5,5,6.5,4.25,2,0,56.25,7.75,5,6.5,7.25,9.75,6,4,5.5,4,0.5,9,15.5,9,1.5,3.5,38.5,Raghu Nandan Chaudhary,52,Male,MJFN
1,SUNSARI,Gaunpalika,Bhokraha,49371,1993,4.04%,63.37,335,245.1823871,0.731887723,335,222.1657184,0.663181249,335,167.2748625,0.499327948,335,187.6585205,0.560174688,335,168.0358271,0.501599484,335,183.5572375,0.547932052,335,163.6722089,0.488573758,52.25,6.5,5.75,7,8.75,9.25,6,5.5,3,0.5,0,53.5,8,5,7.5,8.75,10.25,5.5,3.5,3,1.5,0.5,9,11,13,3,4,40,Mahendra Prasad Yadav,52,Male,FSFN
1,SUNSARI,Gaunpalika,Dewanganj,39367,1909,4.85%,53.56,280,227.4762653,0.812415233,280,186.5734078,0.666333599,280,127.3380428,0.454778724,280,149.9436716,0.535513113,280,134.6539403,0.48090693,280,124.1507573,0.443395562,280,122.4657357,0.437377628,65.75,6.75,5.75,7.75,8.75,12.25,5,5.5,6,4,4,54.25,7.5,6.25,8.25,4.75,10.5,4,8.5,0,3,1.5,6,14,8,2,5.5,35.5,Lali Prasad Mahota,74,Male,NC
1,SUNSARI,Upamahanagarpalika,Dharan,173096,22425,12.96%,192.61,1003,1127.306867,1.123935062,1003,693.1694743,0.691096186,1003,496.1393294,0.494655363,1003,520.7547664,0.519197175,1003,487.119499,0.485662512,1003,532.3062324,0.53071409,1003,570.9185068,0.569210874,65.5,6,5.25,7.5,8,11,7,8,4,6,2.75,71.75,7,5,9,8.75,14,7,8,4.5,5.5,3,12,18.5,12,6,9,57.5,Tara Subba,51,Male,CPN-UML
1,SUNSARI,Nagarpalika,Duhabi,67051,4281,6.38%,67.76,353,581.9136142,1.648480493,353,395.0179806,1.119031107,353,307.573877,0.871314099,353,326.1801559,0.924023105,353,332.8407839,0.942891739,353,335.0938059,0.949274238,353,393.811445,1.115613159,74.75,8,7.5,9,8.75,13,5.5,9,6,7,1,69.25,9,7,7.5,7,11.75,5.5,8,5,7.5,1,11.5,17.5,10,5,12.5,56.5,Bed Narayan Gachedar,45,Male,MJFN
1,SUNSARI,Gaunpalika,Gadhi,39478,2213,5.61%,67.07,347,281.828283,0.812185253,347,233.4823202,0.672859712,347,175.4438295,0.505601814,347,197.2989508,0.568584873,347,181.4980384,0.523049102,347,190.1658151,0.548028286,347,189.0794462,0.544897539,30,6,2,2,6.25,5,4.5,0.75,1,2.5,0,47.5,6.75,4.5,6,7,7.75,4.5,2,2,5.5,1.5,-,-,-,-,-,N/A,Shri Prasad Yadav,59,Male,NC
