province,district,unit_type,unit_name,popn_2021,popn_highschool_and_equivalent,high_school_per,area_kmsq,change_nl_sq_km,baseline_nl_sqkm,sum_2023,mean_2023,sum_2022,mean_2022,sum_2021,mean_2021,sum_2020,mean_2020,sum_2019,mean_2019,sum_2018,mean_2018,sum_2017,mean_2017,sum_2016,mean_2016,sum_2015,mean_2015,sum_2014,mean_2014,sum_2013,mean_2013,sum_2012,mean_2012,lisa_20_21,gov_magm_20_21,org_admin_20_21,budg_magm_20_21,fiscal_magm_20_21,service_dev_20_21,jud_exe_20_21,phy_infra_20_21,soc_inc_20_21,env_protec_20_21,cop_cor_20_21,lisa_21_22,gov_magm_21_22,org_admin_21_22,budg_magm_21_22,fiscal_magm_21_22,service_dev_21_22,jud_exe_21_22,phy_infra_21_22,soc_inc_21_22,env_protec_21_22,cop_cor_21_22,fra_plan_budget_program_manageme,fra_implementation_capability_ma,fra_accounting_reporting_17_20_2,fra_monitoring_evaluation_audit_,fra_revenue_management_17_21_22,fra_total_100_21_22,nameofchairperson,ageatelection,sex,politicalaffiliation,baseline_nl,log_baseline_nl,chgnl,ln_popn,high_school_percent,urban_num,gov_coalitiion,female,over_65,ln_area,ln_educ,lisa_avg,gov_magm_avg,org_admin_avg,budg_magm_avg,fiscal_magm_avg,service_dev_avg,jud_exe_avg,phy_infra_avg,soc_inc_avg,env_protec_avg,cop_cor_avg
1,BHOJPUR,Gaunpalika,Aamchowk,15237,622,4.08%,184.69,.50311244,2.9944479,391.3598,.40513435,317.46048,.32863405,336.18494,.34801754,292.18225,.30246609,192.02979,.1987886,238.38821,.2467787,243.26511,.25182724,52.441906,.054287687,146.21835,.15136476,111.11922,.11503024,152.57185,.15794188,50.389767,.052163322,51.25,8,4.75,7.5,6.25,9.75,5.5,3,3,3.5,0,60.75,7.5,5,8.5,9.5,11.75,5,6.5,4.5,2.5,0,10,19,8,6.5,8.5,52,Ashok Rai,36,Male,CPN-MC,138.26114,4.9291444,4.5317369,9.6314821,4.0821686,0,1,0,0,5.218679,6.43294,56,7.75,4.875,8,7.875,10.75,5.25,4.75,3.75,3,0
1,BHOJPUR,Gaunpalika,Arun,14853,760,5.12%,154.75999,.72872031,3.5065978,354.12854,.4361189,293.00961,.36084926,326.48322,.40207294,253.98192,.31278563,183.18286,.22559465,200.54724,.24697937,213.70647,.26318529,89.390709,.11008708,140.64957,.17321375,98.934319,.12184029,111.29047,.13705721,44.774361,.055140838,46.5,7.5,2,7,5.5,8.5,5,3,5.5,1.5,1,52.5,7.25,4.75,6.5,5.5,7.5,5,3.5,7.5,2,3,10.5,16.5,7,1.5,2,37.5,Gajendra Bahadur Karki,59,Male,NC,135.67026,4.9102273,4.72541,9.605957,5.1168113,0,0,0,0,5.0418754,6.6333184,49.5,7.375,3.375,6.75,5.5,8,5,3.25,6.5,1.75,2
1,BHOJPUR,Nagarpalika,Bhojpur,26126,1803,6.90%,159.50999,.66180843,3.5235038,398.91934,.48004735,325.32062,.39148086,334.11075,.40205866,280.66946,.33774906,194.81657,.23443632,216.72664,.26080221,228.54568,.27502489,77.869354,.093705602,145.01524,.17450692,110.60381,.13309725,108.98126,.13114472,59.703098,.071844883,45.5,5,3,5,8.25,8.75,5,7,0,1,2.5,39.25,5.25,2,3.5,6,10.25,4,5,1.25,2,0,-,-,-,-,-,N/A,Kailash Kumar Ale,38,Male,NC,140.50853,4.9452682,4.6593275,10.170687,6.9011712,1,0,0,0,5.0721064,7.4972072,42.375,5.125,2.5,4.25,7.125,9.5,4.5,6,.625,1.5,1.25
1,BHOJPUR,Gaunpalika,Hatuwagadhi,16302,900,5.52%,142.61,.63883257,3.318702,341.27066,.45685497,258.20001,.34564927,282.60666,.37832215,230.01779,.3079221,152.00319,.20348485,206.96924,.27706724,191.50273,.25636244,68.814964,.092121772,120.02476,.16067572,92.93763,.1244145,109.02946,.14595644,38.988659,.052193653,73,9,8,7,10,15,4,5,5,4,6,60.75,8,6.5,8,8,11.75,4,2.5,7,5,0,12.5,14.5,8,0.5,1,36.5,Prem Kumar Rai,52,Male,CPN-UML,118.32002,4.7733932,4.512001,9.6990433,5.5207949,0,1,0,0,4.9601135,6.8023949,66.875,8.5,7.25,7.5,9,13.375,4,3.75,6,4.5,3
1,BHOJPUR,Gaunpalika,Pauwadungma,12170,541,4.45%,118.86,1.4860047,3.4845963,298.2908,.47803012,231.37396,.37079161,341.09604,.5466283,195.14017,.31272462,131.77969,.2111854,156.1394,.2502234,164.46951,.26357293,66.930397,.10726025,101.43801,.16256091,81.341179,.13035445,110.59994,.1772435,33.679783,.053974014,61.5,8,6,7,9.5,11,5,5.5,5.5,3,1,77.25,8.5,8,9,10,14.75,6,7,6.5,5.5,2,14.5,24,16,9.5,14.5,78.5,Kiran Rai,35,Male,CPN-UML,103.54478,4.6400042,5.1740375,9.4067287,4.4453573,0,1,0,0,4.7779465,6.2934194,69.375,8.25,7,8,9.75,12.875,5.5,6.25,6,4.25,1.5
1,BHOJPUR,Gaunpalika,Ramprasad Rai,15632,689,4.41%,158.42999,.61613876,3.0908554,367.43643,.44591802,288.26291,.34983364,309.79181,.37596092,254.1162,.30839345,172.22086,.20900589,207.63103,.25197938,212.17693,.25749627,58.299458,.070751771,130.70186,.15861876,88.505966,.10741015,117.03171,.14202878,46.448132,.056369092,58.25,8,6.25,8,9,10.5,5,3.5,2,5,1,73,8.5,7,9,8.5,12,6,7,5,7,3,15.5,26,10,11,8.5,71,Bijaya Rai,45,Male,CPN-UML,122.42105,4.8074665,4.5810299,9.6570749,4.4076252,0,1,0,0,5.0653129,6.5352411,65.625,8.25,6.625,8.5,8.75,11.25,5.5,5.25,3.5,6,2
1,BHOJPUR,Nagarpalika,Shadananda,29777,1646,5.53%,241.14999,.45686612,3.2004223,533.30835,.42460853,450.81378,.35892817,440.52856,.3507393,395.27634,.31471047,287.03772,.22853321,309.72159,.24659361,330.35529,.26302174,83.455208,.066445231,219.18015,.17450649,138.79121,.11050256,161.68448,.12872969,86.146935,.068588324,71.5,7.5,7.5,9,8.75,14.25,6,6.5,7,3.5,1.5,68.25,7.5,8,8.5,9,12,6,8.25,5.5,2.5,1,15,16.5,13,6.5,7,58,Birbal Rai,54,Male,NC,192.94547,5.2624078,4.7020545,10.301492,5.5277562,1,0,0,0,5.4854193,7.4061036,69.875,7.5,7.75,8.75,8.875,13.125,6,7.375,6.25,3,1.25
1,BHOJPUR,Gaunpalika,Tyamkemaiyung,15491,843,5.44%,173.41,.45552754,3.0416727,378.42996,.41358465,317.13791,.34659883,315.00778,.3442708,286.79739,.31343976,190.21812,.20788866,215.51355,.23553394,236.01476,.25793961,65.973221,.072101884,139.82033,.1528091,85.648148,.093604535,103.68147,.11331309,50.165764,.054825973,54.25,7,4.75,6.5,6.25,8.5,4,6.5,4,4,2.75,66.5,7.5,5.75,7.5,9,12,6,6,4,5,3.75,11.5,20.5,10,7,9.5,58.5,Dhurwa Raj Rai,35,Male,CPN-UML,131.86411,4.881772,4.3693595,9.6480141,5.4418693,0,1,0,0,5.1556587,6.7369671,60.375,7.25,5.25,7,7.625,10.25,5,6.25,4,4.5,3.25
1,DHANKUTA,Gaunpalika,Chaubise,17914,1120,6.25%,147.60001,.85665172,3.6156301,408.23965,.52472961,301.7215,.38781685,345.12234,.443602,257.47336,.3309426,172.224,.22136761,212.6555,.27333611,218.68056,.28108039,61.007008,.078415178,141.56535,.1819606,112.4141,.14449114,108.20322,.13907869,55.767452,.071680531,72.25,8,6.75,8,10.5,12,7,7,7.5,3.5,2,78,8,5,8,10,13.5,7,9,10,5.5,2,12.5,21,11,6,13.5,64,Khajindra Rai,37,Male,CPN-UML,133.41675,4.8934774,4.8397822,9.7933378,6.2520933,0,1,0,0,4.9945059,7.0210838,75.125,8,5.875,8,10.25,12.75,7,8,8.75,4.5,2
1,DHANKUTA,Gaunpalika,Chhathar Jorpati,16477,1306,7.93%,102.83,.65217674,4.3139362,280.72089,.53066331,226.81511,.42876202,233.19781,.44082764,185.56885,.35079178,132.42433,.25032955,166.61554,.31496322,166.13449,.31405386,67.010849,.12667456,109.30404,.2066239,101.15269,.19121493,97.956238,.18517247,57.546299,.10878318,79.25,8,8,8,9.5,13.5,7,11.25,6,6,2,87,8,8,11,11,15,7,12,7,6,2,19.5,23.5,16,9.5,14,82.5,Sherbahadur Limbu,39,Male,CPN-UML,110.90052,4.7086334,4.2056375,9.7097206,7.9262004,0,1,0,0,4.6330771,7.1747241,83.125,8,8,9.5,10.25,14.25,7,11.625,6.5,6,2
1,DHANKUTA,Nagarpalika,Dhankuta,36156,3684,10.19%,110.84,1.0021669,5.2394795,381.09341,.6547997,313.52307,.53869945,323.83365,.5564152,260.92535,.44832534,177.54546,.30506092,203.85075,.35025904,212.75348,.36555579,88.248695,.15163006,137.96146,.23704717,141.78027,.24360873,127.89782,.21975571,120.1474,.20643882,64,8,3.5,5.5,8,11.5,6,7.75,5,6,2.75,66.5,8.5,4.25,5.5,7.5,12.5,5.5,9,5.75,6,2,12.5,21.5,12,10,13.5,69.5,Chintan Tamang,51,Male,CPN-UML,145.18597,4.9780154,4.7102523,10.495598,10.18918,1,1,0,0,4.7080879,8.2117548,65.25,8.25,3.875,5.5,7.75,12,5.75,8.375,5.375,6,2.375
1,DHANKUTA,Gaunpalika,Khalsa Chhintang Shahidbhumi,17784,1058,5.95%,99.550003,.6270681,3.7205768,241.62471,.46466291,193.504,.37212309,210.07042,.40398157,169.3455,.32566443,113.07892,.21745947,141.29082,.27171311,147.64578,.28393421,48.960102,.094154045,97.288506,.18709327,76.489029,.14709428,82.137505,.15795675,45.101765,.086734161,57,7.5,5.5,8,9,7.5,6,4,3.5,4,2,62.5,8,4,7,7.75,11.25,6,8.5,5,5,0,15,21.5,11,10,8,65.5,Manoj Rai,40,Male,CPN-UML,92.595856,4.5282445,4.1339602,9.7860546,5.9491677,0,1,0,0,4.6006598,6.9641356,59.75,7.75,4.75,7.5,8.375,9.375,6,6.25,4.25,4.5,1
1,DHANKUTA,Nagarpalika,Mahalaxmi,22196,1766,7.96%,129.39,.47726983,3.4245131,316.10474,.46554455,254.53362,.37486541,250.84105,.36942717,219.95509,.32393977,146.55122,.21583392,172.97533,.2547501,189.0871,.2784788,57.238842,.084298737,120.66935,.17771627,76.102455,.1120802,93.717522,.13802285,51.91444,.076457202,54.5,7.75,5.5,4.75,6.25,6.5,5,8,5.5,4,1.25,73.25,8,7,9.5,6.75,15,5,6.5,8,5.5,2,9,13,10,3,6.5,41.5,Parshu Ram Nepal,39,Male,CPN-UML,110.77444,4.7074962,4.123158,10.007668,7.9563885,1,1,0,0,4.8628311,7.4764724,63.875,7.875,6.25,7.125,6.5,10.75,5,7.25,6.75,4.75,1.625
1,DHANKUTA,Nagarpalika,Pakhribas,19256,1185,6.15%,144.28999,.991952,3.7502925,366.08945,.48360559,301.31891,.39804345,357.50372,.47226384,253.41757,.33476561,170.0554,.22464387,200.39792,.26472646,214.37497,.28319019,88.041512,.11630319,131.73843,.174027,106.9748,.14131413,116.22797,.1535376,64.976677,.085834444,84,8,8,9.5,10,15,7,12,8,4.5,2,75.25,8.5,7,7,8.25,13,6,12,6,6.5,1,16.5,24,12,7.5,9,69,Brisha Bahadur Rai,49,Male,CPN-UML,135.28242,4.9073648,4.9637446,9.8655777,6.1539259,1,1,0,0,4.9718251,7.077498,79.625,8.25,7.5,8.25,9.125,14,6.5,12,7,5.5,1.5
1,DHANKUTA,Gaunpalika,Sangurigadhi,19601,1255,6.40%,166.44,.59716105,3.8311625,417.57626,.47942165,344.91187,.39599523,354.36542,.40684894,304.28265,.34934863,203.93825,.23414266,253.85568,.29145315,254.97394,.29273701,102.21124,.1173493,167.43774,.19223621,113.03577,.129777,144.71648,.16614981,75.623528,.086823799,48,7.75,2.75,9,8,5.5,3.5,5.5,2.5,2,1.5,67.5,7.25,5.25,9,9.5,10.5,6,10,4,2.5,3.5,16,23.5,15,9.5,14,78,Kumar Jung Yakha,47,Male,CPN-UML,159.41467,5.0715089,4.5990663,9.8833361,6.4027348,0,1,0,0,5.114635,7.134891,57.75,7.5,4,9,8.75,8,4.75,7.75,3.25,2.25,2.5
1,ILAM,Gaunpalika,Chulachuli,22856,1618,7.08%,108.46,1.4011742,4.3684216,367.67465,.65190542,308.84222,.54759258,319.24756,.56604177,281.43265,.49899408,168.70346,.29911962,184.79305,.32764724,167.27621,.29658905,64.864189,.11500742,124.36226,.22050047,117.29633,.20797221,137.41316,.24364036,46.415478,.082296945,69,8,6,6.5,8.5,12,6,8,4.5,5,4.5,77.25,8.5,7,9.5,11,15,7,6.25,5,4.5,3.5,19,24,17,11.5,13,84.5,Pradip Chandra Rai,54,Male,CPN-UML,118.44975,4.7744889,5.0236921,10.036969,7.0791039,0,1,0,0,4.6863813,7.3889461,73.125,8.25,6.5,8,9.75,13.5,6.5,7.125,4.75,4.75,4
1,ILAM,Nagarpalika,Deumai,31531,3070,9.74%,191.75999,.45862591,3.4868045,449.04184,.45039302,379.42941,.38057113,370.30191,.37141618,338.97311,.33999309,222.13512,.22280352,263.82693,.26462081,282.3558,.28320542,74.11348,.074336484,185.40585,.18596375,126.75448,.12713589,145.54712,.14598507,83.664085,.08391583,64.25,9,6,5.5,9.75,13.5,6,6,4.25,2.5,1.75,60.25,8,6,6,8,11.5,4.5,4.75,5,4,2.5,20.5,28,15,14.5,17,95,Surya Prasad Pokhrel,53,Male,CPN-UML,167.15741,5.1189361,4.4767241,10.358727,9.7364502,1,1,0,0,5.2562447,8.0294333,62.25,8.5,6,5.75,8.875,12.5,5.25,5.375,4.625,3.25,2.125
1,ILAM,Gaunpalika,Fakphokthum,20004,1947,9.73%,108.79,.49186063,3.5468478,261.87363,.46023485,225.33649,.39602193,216.67931,.38080719,200.72562,.35276911,129.88585,.2282704,151.89131,.26694432,163.16978,.28676587,45.082771,.079231583,107.28748,.18855444,70.321541,.12358795,81.265404,.14282145,49.038597,.086183824,33,3.25,3.5,1.5,4,7.75,5,4.5,1,2,.5,60.75,7,5,5.5,7.5,11.75,7,5.5,6.5,4.5,.5,18.5,24,15,13,11,81.5,Ram Kumar Shrestha,46,Male,NC,96.465393,4.5691843,3.9798596,9.9036875,9.7330532,0,0,0,0,4.6894193,7.5740452,46.875,5.125,4.25,3.5,5.75,9.75,6,5,3.75,3.25,.5
1,ILAM,Nagarpalika,Illam,50455,5412,10.73%,173.32001,.59923643,4.4310775,494.45175,.54515082,421.80759,.46505797,412.01685,.45426333,404.76053,.44626299,272.19446,.30010414,290.22302,.31998128,308.15717,.33975431,108.77882,.11993255,205.40681,.22646837,145.65158,.16058607,167.26534,.18441603,127.84576,.14095452,86,8.5,7.5,9.5,11,15.5,7,11,6,6,4,93,8.5,8,11,11,16,7,11,9,6.5,5,21,28,17,16,16,98,Mahesh Basnet,57,Male,CPN-UML,191.9986,5.2574883,4.6430407,10.828837,10.72639,1,1,0,0,5.1551394,8.5963736,89.5,8.5,7.75,10.25,11,15.75,7,11,7.5,6.25,4.5
1,ILAM,Nagarpalika,Mai,19295,1785,9.25%,264.10999,.68057132,4.6133161,667.14319,.48484245,559.13904,.40635103,590.58893,.42920706,527.95795,.38369039,331.06592,.24060023,378.79648,.27528813,410.8432,.2985779,191.12029,.13889556,299.63406,.21775731,316.82538,.23025101,324.78604,.23603638,136.96611,.099539325,48.5,6.5,2.75,7.5,5,8.25,7,1.5,7,2.5,.5,63.25,9,5.25,5.5,8.25,12.75,6,5,6.5,4.25,.75,15.5,21,13,8.5,9,67,Deepak Kumar Thebe,56,Male,CPN-UML,304.60574,5.7190185,5.1915431,9.8676014,9.2511015,1,1,0,0,5.5763655,7.4871736,55.875,7.75,4,6.5,6.625,10.5,6.5,3.25,6.75,3.375,.625
1,ILAM,Gaunpalika,Maijogmai,30988,1609,5.19%,135.75999,.54933071,3.644052,349.09561,.49657983,294.63461,.41911039,290.31729,.41296911,273.10703,.38848794,175.06624,.24902736,193.59045,.2753776,215.74016,.306885,62.424221,.088796906,132.68694,.18874386,83.865204,.11929616,93.556808,.13308223,50.240372,.071465679,64.75,8.5,5.25,9,8.75,12.25,7,8.5,2,3,.5,81.25,9,5.5,9,11,14.75,7,11,6,5,3,15.5,22,10,7,9.5,64,Jit Bahadur Rai,40,Male,CPN-UML,123.67913,4.8176904,4.3118339,10.341355,5.1923327,0,1,0,0,4.9108887,7.383368,73,8.75,5.375,9,9.875,13.5,7,9.75,4,4,1.75
1,ILAM,Gaunpalika,Mangsebung,16897,1343,7.95%,172.41,.82079023,3.8086972,408.7045,.45818889,331.26886,.37137762,381.58691,.42778802,335.68265,.37632585,195.06847,.21868663,242.82867,.27222946,240.07446,.26914179,87.577797,.098181389,170.77022,.19144642,158.23502,.17739351,177.09521,.19853723,50.197796,.056275558,51,7.5,5,6,8.75,9.25,7,3,1.5,3,0,57.5,8.5,5.25,6.5,8,10.25,7,4,2.5,5,.5,15.5,19,15,8,12,69.5,Dikendra Indigo,37,Male,NC,164.16437,5.1008682,4.9523878,9.7348909,7.9481564,0,0,0,0,5.1498752,7.202661,54.25,8,5.125,6.25,8.375,9.75,7,3.5,2,4,.25
1,ILAM,Gaunpalika,Rong,17555,1302,7.42%,155.06,.66235298,3.8515875,404.33099,.49855858,339.33676,.41841772,341.01251,.42048401,297.26639,.36654302,195.73009,.24134412,231.45459,.28539407,238.30807,.29384473,77.154953,.095135584,165.55638,.20413858,116.20773,.14328943,158.92406,.19596061,62.957954,.077630028,48.25,6.75,2.5,7.5,5.5,10,6,4.5,4.5,.5,.5,52,7,4.25,5,5.5,7.75,7,7,5,2,1.5,16,21,14,7.5,11.5,70,Samsher Rai,46,Male,NC,149.30679,5.0060034,4.6318555,9.7730942,7.4166903,0,0,0,0,5.0438123,7.1716566,50.125,6.875,3.375,6.25,5.5,8.875,6.5,5.75,4.75,1.25,1
1,ILAM,Gaunpalika,Sandakpur,15460,1167,7.55%,156.00999,.33653796,3.6721768,374.91916,.46172312,308.90598,.38042608,297.11609,.36590651,280.88464,.34591705,190.42839,.23451772,221.71779,.27305147,244.61279,.30124727,70.516716,.086843245,153.01816,.18844602,104.74863,.12900077,111.82545,.13771607,61.443676,.075669549,56.75,7.5,4,9,6.5,10.5,6,5.25,4.5,3,.5,67.25,7,3,10,8.5,13,7,8.5,5.75,3,1.5,16,23,13,11.5,11,74.5,Udaya Bahadur Rai,48,Male,CPN-UML,143.22408,4.9644103,3.960876,9.6460114,7.5485125,0,1,0,0,5.0499201,7.0621915,62,7.25,3.5,9.5,7.5,11.75,6.5,6.875,5.125,3,1
1,ILAM,Nagarpalika,Suryodaya,55457,5330,9.61%,225.52,.51987344,4.461678,637.76941,.53956801,536.65814,.45402551,526.8125,.44569588,491.22723,.4155899,330.92761,.27997258,386.70865,.32716468,409.57068,.34650648,153.42924,.12980478,265.50974,.22462754,177.68793,.15032819,206.0446,.17431861,137.34221,.11619475,81.25,7.5,6,9,9,14,7,10.5,9,5,4.25,96.25,9,8,11,9.75,16,7,13,9,7.5,6,20,26.5,16,9.5,13.5,85.5,Ran Bahadur Rai,46,Male,CPN-UML,251.54939,5.5276394,4.7642388,10.923364,9.6110497,1,1,0,0,5.4184089,8.5811062,88.75,8.25,7,10,9.375,15,7,11.75,9,6.25,5.125
1,JHAPA,Nagarpalika,Arjundhara,84429,8506,10.07%,109.86,2.2418501,7.6044159,654.69458,1.1425734,535.05206,.93377328,541.19781,.94449884,444.13052,.77509689,294.75674,.51440972,341.1022,.59529179,294.90817,.51467395,171.18759,.29875669,201.46516,.35159716,167.86021,.29294977,206.48067,.36035019,201.85948,.3522853,60.75,6.75,5,8,9,9.75,6.5,10,1,2,2.75,60.5,7.5,4,7,7.25,9.5,7,9,2.5,2,4.75,13.5,17,14,5,10,59.5,Hari Kumar Rana Magar,59,Male,CPN-UML,208.85529,5.3416414,5.5065084,11.343666,10.074738,1,1,0,0,4.6992068,9.0485268,60.625,7.125,4.5,7.5,8.125,9.625,6.75,9.5,1.75,2,3.75
1,JHAPA,Gaunpalika,Barhadashi,37916,2919,7.70%,80.32,1.1415341,5.5488501,323.3154,.77720046,268.92117,.64644516,257.0737,.61796558,220.62299,.53034371,162.22536,.38996479,171.32576,.41184077,165.38567,.39756173,79.531433,.19118132,116.51723,.2800895,84.249283,.20252232,98.196243,.23604867,81.361824,.1955813,38.25,6,3.75,3.5,7,7.25,5,2,1.75,2,0,58.75,8,5.75,6.5,8.5,11,6,4.75,3,2.5,2.75,16,21,10,6,10,63,Khanga Prasad Rajbanshi,54,Male,NC,111.4209,4.713315,4.5183921,10.543128,7.698597,0,0,0,0,4.3860188,7.9789963,48.5,7,4.75,5,7.75,9.125,5.5,3.375,2.375,2.25,1.375
1,JHAPA,Nagarpalika,Bhadrapur,70823,7346,10.37%,96.349998,1.9798353,13.299345,688.55615,1.388218,538.62177,1.0859311,550.3349,1.1095462,484.91852,.97765827,384.98181,.776173,405.26019,.81705689,359.57779,.7249552,293.97452,.59269053,343.33331,.69220424,284.50632,.57360142,298.64346,.60210377,348.759,.70314318,59.75,8,3,7,6.5,9.75,7,9,5,4.5,0,67.25,8,3,6.5,8.5,11.75,7,9.5,8.5,4.5,0,9.5,16,12,5,11,53.5,Jiwan Kumar Shrestha,52,Male,CPN-UML,320.34799,5.7694077,5.2510009,11.167939,10.372336,1,1,0,0,4.5679874,8.9019108,63.5,8,3,6.75,7.5,10.75,7,9.25,6.75,4.5,0
1,JHAPA,Nagarpalika,Birtamod,117355,15454,13.17%,78.239998,4.6555572,13.948596,818.33502,2.0156035,704.3194,1.7347769,709.84357,1.7483832,566.2041,1.3945913,413.65039,1.0188434,459.7233,1.1323234,345.5928,.85121381,259.70663,.6396715,237.84778,.585832,248.19092,.61130768,241.14885,.59396267,424.44614,1.0454339,50.75,7,2.5,8.5,4.5,9.75,7,5.5,0,2.5,3.5,62.75,7.75,4,7.5,7.5,10.75,7,5,6.5,4,2.75,13.5,19,10,7,12.5,62,Dhurwa Kumar Siwakoti,61,Male,CPN-UML,272.83453,5.6088657,5.8978424,11.672958,13.168591,1,1,0,0,4.3597808,9.6456232,56.75,7.375,3.25,8,6,10.25,7,5.25,3.25,3.25,3.125
1,JHAPA,Gaunpalika,Buddhashanti,52911,5544,10.48%,79.779999,1.8742672,6.4888482,405.04614,.96669722,342.0676,.81639045,334.66592,.79872537,282.66907,.67462784,191.4361,.45688805,206.31467,.49239779,185.13689,.44185415,98.755768,.23569396,132.33423,.31583348,101.45342,.24213228,112.51228,.26852575,78.686523,.187796,36.5,6,1,5,4.25,6.75,5,4,3,1.5,0,40,7.25,1.5,2,4,7.75,6.5,6,3,1,1,5,14,10,3.5,8,40.5,Ramesh Kumar Bhujel,58,Male,NC,129.42007,4.8630633,5.0074906,10.876367,10.477972,0,0,0,0,4.3792729,8.620472,38.25,6.625,1.25,3.5,4.125,7.25,5.75,5,3,1.25,.5
1,JHAPA,Nagarpalika,Damak,107410,14126,13.15%,70.860001,4.9141088,12.141444,773.62177,2.0908697,615.79724,1.6643169,602.46539,1.6282848,508.58899,1.3745648,347.43045,.93900126,417.19736,1.1275604,254.25163,.68716657,217.49818,.58783293,214.92459,.58087724,173.66835,.46937394,192.71245,.52084446,309.47153,.83640957,69.25,8,4,9,8.75,9.5,6,7,5.5,7,4.5,77.25,7.75,6.5,7.75,8.25,12.5,7,8.5,6,8.5,4.5,19,26.5,16,11.5,15.5,88.5,Romnath Oli,60,Male,CPN-UML,215.08569,5.3710365,5.8528166,11.584409,13.151476,1,1,0,0,4.2607059,9.5557728,73.25,7.875,5.25,8.375,8.5,11,6.5,7.75,5.75,7.75,4.5
1,JHAPA,Nagarpalika,Gauradhaha,60598,5318,8.78%,149.89,1.1813303,4.6091299,535.48157,.68563581,482.87399,.61827654,449.39987,.57541597,376.95444,.48265615,261.9436,.33539513,289.02731,.37007338,272.33026,.34869432,102.86736,.13171236,190.82127,.24432941,124.84361,.15985098,149.74971,.19174097,137.20393,.17567725,51.5,8.5,4.75,4.5,7.75,10,6,3.5,3.5,2.5,.5,63.5,9,4.5,7.5,8,11.5,6,9,3.5,4,.5,6,19.5,9,4.5,6.5,45.5,Rohit Kumar Shaha,46,Male,NC,172.71562,5.1516466,5.1765428,11.012017,8.7758675,1,0,0,0,5.0099015,8.5788527,57.5,8.75,4.625,6,7.875,10.75,6,6.25,3.5,3.25,.5
1,JHAPA,Gaunpalika,Gauriganj,36058,1996,5.54%,101.35,1.0478829,5.144042,380.35571,.72310972,349.63425,.66470391,305.38129,.58057278,253.59709,.48212376,187.25981,.35600725,199.53236,.3793391,199.17836,.37866607,89.898689,.17091006,138.15349,.26264921,94.118095,.17893174,110.19576,.20949766,111.81905,.21258377,65.25,8.5,7,6.5,9.25,13,6.5,5,6.5,2.5,.5,60.25,8,6.5,5.5,9.75,12,6,5,4.5,3,0,-,-,-,-,-,N/A,Baburaj Shrestha,57,Male,RPP,130.33716,4.8701248,4.6653519,10.492884,5.5355263,0,0,0,0,4.6185799,7.5989003,62.75,8.25,6.75,6,9.5,12.5,6.25,5,5.5,2.75,.25
1,JHAPA,Gaunpalika,Haldibari,33054,2720,8.23%,117.34,1.1990938,5.6213403,498.25186,.81814754,411.25589,.67529702,379.34753,.62290239,308.63696,.50679302,223.30678,.36667779,246.98705,.40556166,238.64587,.39186516,115.88074,.19028036,171.70341,.2819432,133.37807,.2190116,163.42096,.26834312,94.724861,.15554164,48.25,6.75,5,5.75,8.5,11.75,7,1.5,0,2,0,48.5,7.5,4.5,6,8,12.5,6,.5,2,1.5,0,12.5,18,11,2.5,7.5,51.5,Rawindra Prasad Lingden,47,Male,RPP,164.90202,5.1053514,4.9466419,10.405898,8.2289591,0,0,0,0,4.7650757,7.9083872,48.375,7.125,4.75,5.875,8.25,12.125,6.5,1,1,1.75,0
1,JHAPA,Gaunpalika,Jhapa,39372,1844,4.68%,94.120003,.65742648,5.3262587,311.27798,.63396734,262.52313,.53467029,246.85722,.50276423,223.19077,.45456368,170.7211,.3477008,182.27896,.37124026,184.98024,.37674186,86.058708,.17527232,132.80167,.27047184,97.46682,.19850676,110.63165,.22531904,95.314972,.19412419,53.25,6,3,8,8,11.25,4,5.5,2,4,1.5,65.5,8,5.75,6,8.25,12,5,6,6.5,6,2,14.5,23,11,7,10.5,66,Jaya Narayan Shah,51,Male,NC,125.32686,4.830925,4.1251483,10.580811,4.6835313,0,0,0,0,4.5445704,7.5196924,59.375,7,4.375,7,8.125,11.625,4.5,5.75,4.25,5,1.75
1,JHAPA,Gaunpalika,Kachankawal,42386,2341,5.52%,109.65,.8680411,6.0889263,427.96912,.74429411,367.1105,.63845307,348.07565,.605349,317.51724,.55220389,249.1937,.43338034,266.01196,.4626295,252.89496,.43981731,121.26755,.21090008,170.35118,.29626295,123.13708,.21415146,131.54904,.22878094,114.61937,.19933803,45,5.5,4.5,7.5,6.5,8,5,3,2,2.5,.5,66.75,7.5,6.5,8.5,6,8.25,6.5,6.5,7.5,6.5,3,15.5,19.5,15,9,10.5,69.5,Anjara Aalam,49,Male,RPP,166.91269,5.1174707,4.5557771,10.654573,5.5230498,0,0,0,0,4.6972933,7.7583337,55.875,6.5,5.5,8,6.25,8.125,5.75,4.75,4.75,4.5,1.75
