PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021,popn_secondary,popn_highschool,popn_graduate,popn_post_graduate, popn_highschool_and_equivalent,high_school_per,area_kmsq,percen_chg_nl,baseline_nl_sqkm,sum_2023,mean_2023,sum_2022,mean_2022,sum_2021,mean_2021,sum_2020,mean_2020,sum_2019,mean_2019,sum_2018,mean_2018,sum_2017,mean_2017,sum_2016,mean_2016,sum_2015,mean_2015,sum_2014,mean_2014,sum_2013,mean_2013,sum_2012,mean_2012,lisa_20_21,gov_magm_20_21,org_admin_20_21,budg_magm_20_21,fiscal_magm_20_21,service_dev_20_21,jud_exe_20_21,phy_infra_20_21,soc_inc_20_21,env_protec_20_21,cop_cor_20_21,lisa_21_22,gov_magm_21_22,org_admin_21_22,budg_magm_21_22,fiscal_magm_21_22,service_dev_21_22,jud_exe_21_22,phy_infra_21_22,soc_inc_21_22,env_protec_21_22,cop_cor_21_22,fra_plan_budget_program_management_21_21_22,fra_implementation_capability_management_21_21_22,fra_accounting_reporting_17_20_21,fra_monitoring_evaluation_audit_16_21_22,fra_revenue_management_17_21_22,fra_total_100_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation
1,BHOJPUR,Gaunpalika,Aamchowk,15237,969,622,120,59,622,4.08%,184.69,38.19694323,0.748611984,391.3597917,0.40513436,317.4604815,0.328634039,336.1849367,0.348017533,292.182257,0.302466105,192.0297907,0.198788603,238.3882199,0.246778696,243.2651033,0.251827229,52.44190659,0.054287688,146.2183606,0.151364762,111.1192188,0.115030247,152.5718549,0.157941879,50.38976703,0.05216332,51.25,8,4.75,7.5,6.25,9.75,5.5,3,3,3.5,0,60.75,7.5,5,8.5,9.5,11.75,5,6.5,4.5,2.5,0,10,19,8,6.5,8.5,52,Ashok Rai,36,Male,CPN-MC
1,BHOJPUR,Gaunpalika,Arun,14853,1182,760,189,96,760,5.12%,154.76,52.77180346,0.876649419,354.1285516,0.436118906,293.0096103,0.360849274,326.4832271,0.40207294,253.9819209,0.312785617,183.182856,0.22559465,200.5472458,0.246979367,213.7064692,0.263185307,89.39071051,0.110087082,140.6495614,0.173213746,98.93431507,0.121840289,111.2904636,0.137057221,44.77436097,0.055140839,46.5,7.5,2,7,5.5,8.5,5,3,5.5,1.5,1,52.5,7.25,4.75,6.5,5.5,7.5,5,3.5,7.5,2,3,10.5,16.5,7,1.5,2,37.5,Gajendra Bahadur Karki,59,Male,NC
1,BHOJPUR,Nagarpalika,Bhojpur,26126,2373,1803,671,367,1803,6.90%,159.51,46.18991917,0.880875969,398.9193353,0.480047335,325.3206058,0.391480873,334.1107529,0.402058668,280.6694786,0.337749072,194.8165815,0.234436319,216.7266323,0.260802205,228.5456855,0.275024892,77.86935604,0.093705603,145.0152482,0.174506917,110.6038133,0.133097248,108.981265,0.131144723,59.70309754,0.071844883,45.5,5,3,5,8.25,8.75,5,7,0,1,2.5,39.25,5.25,2,3.5,6,10.25,4,5,1.25,2,0,-,-,-,-,-,N/A,Kailash Kumar Ale,38,Male,NC
1,BHOJPUR,Gaunpalika,Hatuwagadhi,16302,783,900,200,88,900,5.52%,142.61,47.57316594,0.829675496,341.2706654,0.456854974,258.2000088,0.345649276,282.6066526,0.378322159,230.0177962,0.307922083,152.0031852,0.203484853,206.9692376,0.277067252,191.5027375,0.256362433,68.81496382,0.092121772,120.0247599,0.160675716,92.93762882,0.124414496,109.0294662,0.145956447,38.98865917,0.052193654,73,9,8,7,10,15,4,5,5,4,6,60.75,8,6.5,8,8,11.75,4,2.5,7,5,0,12.5,14.5,8,0.5,1,36.5,Prem Kumar Rai,52,Male,CPN-UML
1,BHOJPUR,Gaunpalika,Pauwadungma,12170,804,541,121,88,541,4.45%,118.86,107.3916496,0.871149038,298.290801,0.47803013,231.3739623,0.370791606,341.096043,0.546628274,195.1401643,0.312724622,131.7796886,0.211185398,156.1394014,0.2502234,164.4695163,0.263572943,66.93039559,0.107260249,101.4380092,0.162560912,81.34117755,0.130354451,110.5999411,0.177243495,33.67978361,0.053974012,61.5,8,6,7,9.5,11,5,5.5,5.5,3,1,77.25,8.5,8,9,10,14.75,6,7,6.5,5.5,2,14.5,24,16,9.5,14.5,78.5,Kiran Rai,35,Male,CPN-UML
1,BHOJPUR,Gaunpalika,Ramprasad Rai,15632,820,689,133,56,689,4.41%,158.43,46.00634966,0.772713833,367.4364425,0.445918013,288.26292,0.349833641,309.7917947,0.375960916,254.1161925,0.308393438,172.2208591,0.209005897,207.6310205,0.251979394,212.176933,0.257496278,58.2994575,0.070751769,130.7018562,0.158618758,88.50596378,0.10741015,117.0317092,0.142028773,46.44813074,0.056369091,58.25,8,6.25,8,9,10.5,5,3.5,2,5,1,73,8.5,7,9,8.5,12,6,7,5,7,3,15.5,26,10,11,8.5,71,Bijaya Rai,45,Male,CPN-UML
1,BHOJPUR,Gaunpalika,Salpasilichho,12229,810,762,140,53,762,6.23%,193.33,26.67559324,0.716122411,397.5949838,0.392880419,336.7373969,0.332744463,324.5743437,0.320725636,301.0503839,0.297480617,211.4062984,0.208899504,243.0030198,0.240121561,256.224846,0.253186607,44.62724768,0.044098071,158.5279353,0.156648157,94.41175373,0.093292247,119.5582438,0.118140557,63.59264555,0.062838583,N/A,,,,,,,,,,,72.75,6.5,6,8,8.5,13.25,7,7,10,4.5,2,14,23,13,7,11.5,68.5,Mahesh Rai,44,Male,NC
1,BHOJPUR,Nagarpalika,Shadananda,29777,1782,1646,354,184,1646,5.53%,241.15,33.34993211,0.8001056,533.3083204,0.424608535,450.813775,0.358928165,440.5285544,0.350739295,395.2763444,0.314710465,287.0377171,0.228533214,309.7215735,0.246593609,330.3552896,0.263021727,83.45520886,0.06644523,219.1801446,0.174506485,138.7912186,0.110502563,161.6844856,0.128729686,86.14693389,0.068588323,71.5,7.5,7.5,9,8.75,14.25,6,6.5,7,3.5,1.5,68.25,7.5,8,8.5,9,12,6,8.25,5.5,2.5,1,15,16.5,13,6.5,7,58,Birbal Rai,54,Male,NC
1,BHOJPUR,Gaunpalika,Tyamkemaiyung,15491,1282,843,172,111,843,5.44%,173.41,33.46953215,0.760418147,378.4299524,0.413584647,317.1379212,0.346598821,315.0077797,0.344270797,286.7973893,0.31343977,190.218122,0.207888658,215.5135491,0.235533933,236.0147478,0.257939615,65.97322171,0.072101882,139.8203273,0.152809101,85.6481467,0.093604532,103.6814754,0.113313088,50.16576474,0.054825972,54.25,7,4.75,6.5,6.25,8.5,4,6.5,4,4,2.75,66.5,7.5,5.75,7.5,9,12,6,6,4,5,3.75,11.5,20.5,10,7,9.5,58.5,Dhurwa Raj Rai,35,Male,CPN-UML
1,DHANKUTA,Gaunpalika,Chaubise,17914,956,1120,260,109,1120,6.25%,147.6,57.820317,0.903907534,408.2396469,0.524729623,301.7215104,0.387816851,345.1223459,0.443601987,257.473348,0.330942607,172.224,0.221367609,212.6555001,0.273336118,218.6805555,0.281080405,61.00700665,0.078415176,141.5653467,0.1819606,112.4140994,0.14449113,108.2032197,0.139078689,55.76745177,0.071680529,72.25,8,6.75,8,10.5,12,7,7,7.5,3.5,2,78,8,5,8,10,13.5,7,9,10,5.5,2,12.5,21,11,6,13.5,64,Khajindra Rai,37,Male,CPN-UML
1,DHANKUTA,Gaunpalika,Chhathar Jorpati,16477,1239,1306,286,147,1306,7.93%,102.83,40.36689332,1.078484093,280.720893,0.530663314,226.8151118,0.428762026,233.1978208,0.440827639,185.5688497,0.350791776,132.4243315,0.250329549,166.6155432,0.31496322,166.1344889,0.314053854,67.0108471,0.126674569,109.3040428,0.206623899,101.1526982,0.19121493,97.95623427,0.185172466,57.5462999,0.108783176,79.25,8,8,8,9.5,13.5,7,11.25,6,6,2,87,8,8,11,11,15,7,12,7,6,2,19.5,23.5,16,9.5,14,82.5,Sherbahadur Limbu,39,Male,CPN-UML
1,DHANKUTA,Nagarpalika,Dhankuta,36156,3295,3684,1298,741,3684,10.19%,110.84,52.21074481,1.309869854,381.0934096,0.654799673,313.5230629,0.538699421,323.8336518,0.556415209,260.9253474,0.448325339,177.5454623,0.305060932,203.8507519,0.350259024,212.7534769,0.365555802,88.24869306,0.151630057,137.9614503,0.237047165,141.780278,0.243608725,127.8978218,0.219755708,120.1473988,0.206438829,64,8,3.5,5.5,8,11.5,6,7.75,5,6,2.75,66.5,8.5,4.25,5.5,7.5,12.5,5.5,9,5.75,6,2,12.5,21.5,12,10,13.5,69.5,Chintan Tamang,51,Male,CPN-UML
1,DHANKUTA,Gaunpalika,Khalsa Chhintang Shahidbhumi,17784,1279,1058,195,67,1058,5.95%,99.55,42.27999205,0.930144198,241.6247098,0.464662903,193.5040015,0.37212308,210.070415,0.403981567,169.3455053,0.325664433,113.0789211,0.217459464,141.2908129,0.271713102,147.6457877,0.283934207,48.96010177,0.094154042,97.28850357,0.187093276,76.48902651,0.147094282,82.13750796,0.157956746,45.10176359,0.086734161,57,7.5,5.5,8,9,7.5,6,4,3.5,4,2,62.5,8,4,7,7.75,11.25,6,8.5,5,5,0,15,21.5,11,10,8,65.5,Manoj Rai,40,Male,CPN-UML
1,DHANKUTA,Nagarpalika,Mahalaxmi,22196,1789,1766,457,200,1766,7.96%,129.39,32.65899471,0.856128263,316.1047512,0.465544553,254.5336111,0.374865407,250.8410416,0.36942716,219.9550949,0.323939757,146.5512255,0.215833911,172.975326,0.254750112,189.0870967,0.278478787,57.23884325,0.084298738,120.6693462,0.177716268,76.10245764,0.112080203,93.71752103,0.138022859,51.91443979,0.076457201,54.5,7.75,5.5,4.75,6.25,6.5,5,8,5.5,4,1.25,73.25,8,7,9.5,6.75,15,5,6.5,8,5.5,2,9,13,10,3,6.5,41.5,Parshu Ram Nepal,39,Male,CPN-UML
1,DHANKUTA,Nagarpalika,Pakhribas,19256,1587,1185,312,157,1185,6.15%,144.29,66.76560917,0.937573142,366.0894334,0.483605592,301.3189023,0.398043464,357.5037248,0.472263837,253.4175689,0.334765613,170.0554088,0.224643869,200.3979216,0.264726449,214.3749701,0.283190185,88.04151482,0.11630319,131.7384331,0.174026992,106.9747966,0.14131413,116.2279659,0.153537604,64.97667484,0.085834445,84,8,8,9.5,10,15,7,12,8,4.5,2,75.25,8.5,7,7,8.25,13,6,12,6,6.5,1,16.5,24,12,7.5,9,69,Brisha Bahadur Rai,49,Male,CPN-UML
1,DHANKUTA,Gaunpalika,Sangurigadhi,19601,1252,1255,237,101,1255,6.40%,166.44,38.98103848,0.957790607,417.5762596,0.479421653,344.9118502,0.395995236,354.3654255,0.406848939,304.2826549,0.349348628,203.938252,0.234142654,253.8556872,0.291453143,254.973937,0.292737011,102.2112367,0.117349296,167.4377372,0.192236208,113.0357639,0.129776996,144.7164796,0.166149804,75.62353119,0.086823802,48,7.75,2.75,9,8,5.5,3.5,5.5,2.5,2,1.5,67.5,7.25,5.25,9,9.5,10.5,6,10,4,2.5,3.5,16,23.5,15,9.5,14,78,Kumar Jung Yakha,47,Male,CPN-UML
1,ILAM,Gaunpalika,Chulachuli,22856,1491,1618,303,154,1618,7.08%,108.46,90.85054252,1.092105379,367.6746646,0.651905434,308.842223,0.547592594,319.2475665,0.566041785,281.4326564,0.498994072,168.7034593,0.299119609,184.7930377,0.32764723,167.2762164,0.296589036,64.86418685,0.115007423,124.3622623,0.220500465,117.296332,0.20797222,137.4131673,0.243640367,46.41547837,0.082296947,69,8,6,6.5,8.5,12,6,8,4.5,5,4.5,77.25,8.5,7,9.5,11,15,7,6.25,5,4.5,3.5,19,24,17,11.5,13,84.5,Pradip Chandra Rai,54,Male,CPN-UML
1,ILAM,Nagarpalika,Deumai,31531,2243,3070,881,316,3070,9.74%,191.76,31.14726103,0.871701128,449.0418411,0.45039302,379.4294205,0.380571134,370.301921,0.37141617,338.9731071,0.339993086,222.1351115,0.222803522,263.8269368,0.264620799,282.3558175,0.283205434,74.11347798,0.074336487,185.4058555,0.185963747,126.7544819,0.12713589,145.5471123,0.145985067,83.6640823,0.08391583,64.25,9,6,5.5,9.75,13.5,6,6,4.25,2.5,1.75,60.25,8,6,6,8,11.5,4.5,4.75,5,4,2.5,20.5,28,15,14.5,17,95,Surya Prasad Pokhrel,53,Male,CPN-UML
1,ILAM,Gaunpalika,Fakphokthum,20004,1216,1947,501,237,1947,9.73%,108.79,32.79376587,0.88671196,261.8736219,0.460234836,225.3364805,0.396021934,216.6793004,0.380807206,200.7256233,0.352769109,129.885855,0.228270395,151.8913146,0.266944314,163.1697836,0.286765876,45.08277158,0.079231584,107.2874765,0.18855444,70.32154463,0.123587952,81.26540176,0.142821444,49.03859531,0.086183823,33,3.25,3.5,1.5,4,7.75,5,4.5,1,2,0.5,60.75,7,5,5.5,7.5,11.75,7,5.5,6.5,4.5,0.5,18.5,24,15,13,11,81.5,Ram Kumar Shrestha,46,Male,NC
1,ILAM,Nagarpalika,Illam,50455,4440,5412,1919,1023,5412,10.73%,173.32,33.70347036,1.107769415,494.4517652,0.545150789,421.807585,0.465057977,412.0168322,0.454263321,404.7605332,0.446262991,272.1944483,0.300104133,290.2230231,0.319981282,308.1571713,0.339754323,108.7788211,0.119932548,205.4068133,0.226468372,145.6515745,0.16058608,167.2653422,0.184416033,127.8457561,0.140954527,86,8.5,7.5,9.5,11,15.5,7,11,6,6,4,93,8.5,8,11,11,16,7,11,9,6.5,5,21,28,17,16,16,98,Mahesh Basnet,57,Male,CPN-UML
1,ILAM,Nagarpalika,Mai,19295,1815,1609,322,112,1785,9.25%,264.11,43.75043276,1.153329065,667.1432146,0.484842452,559.1390245,0.406351035,590.5888994,0.429207049,527.9579712,0.383690386,331.0659209,0.240600233,378.7964659,0.275288129,410.8432149,0.298577918,191.12029,0.13889556,299.6340671,0.217757316,316.8253851,0.230251007,324.7860444,0.236036369,136.9661061,0.099539321,48.5,6.5,2.75,7.5,5,8.25,7,1.5,7,2.5,0.5,63.25,9,5.25,5.5,8.25,12.75,6,5,6.5,4.25,0.75,15.5,21,13,8.5,9,67,Deepak Kumar Thebe,56,Male,CPN-UML
1,ILAM,Gaunpalika,Maijogmai,30988,1388,1785,403,131,1609,5.19%,135.76,34.56803633,0.911013031,349.095616,0.496579824,294.634605,0.419110391,290.3172903,0.412969119,273.1070145,0.38848793,175.0662308,0.249027355,193.5904573,0.275377606,215.7401551,0.306885,62.42422272,0.088796903,132.6869344,0.188743861,83.86520396,0.119296165,93.55680675,0.133082229,50.24037335,0.07146568,64.75,8.5,5.25,9,8.75,12.25,7,8.5,2,3,0.5,81.25,9,5.5,9,11,14.75,7,11,6,5,3,15.5,22,10,7,9.5,64,Jit Bahadur Rai,40,Male,CPN-UML
1,ILAM,Gaunpalika,Mangsebung,16897,929,1343,294,133,1343,7.95%,172.41,58.94522674,0.952174317,408.7044973,0.458188898,331.2688456,0.37137763,381.5869102,0.427788016,335.6826511,0.376325842,195.0684707,0.218686626,242.8286791,0.272229461,240.0744697,0.269141782,87.5777989,0.098181389,170.7702132,0.191446427,158.2350144,0.177393514,177.0952103,0.198537231,50.197797,0.056275557,51,7.5,5,6,8.75,9.25,7,3,1.5,3,0,57.5,8.5,5.25,6.5,8,10.25,7,4,2.5,5,0.5,15.5,19,15,8,12,69.5,Dikendra Indigo,37,Male,NC
1,ILAM,Gaunpalika,Rong,17555,1170,1302,262,88,1302,7.42%,155.06,43.09734377,0.962896854,404.3309984,0.498558568,339.336764,0.418417712,341.0125233,0.420483999,297.266403,0.366543037,195.730088,0.241344128,231.4545949,0.285394075,238.3080736,0.293844727,77.15495673,0.095135582,165.5563819,0.204138572,116.2077326,0.143289436,158.9240566,0.195960612,62.95795347,0.077630029,48.25,6.75,2.5,7.5,5.5,10,6,4.5,4.5,0.5,0.5,52,7,4.25,5,5.5,7.75,7,7,5,2,1.5,16,21,14,7.5,11.5,70,Samsher Rai,46,Male,NC
1,ILAM,Gaunpalika,Sandakpur,15460,1041,1167,279,94,1167,7.55%,156.01,21.46383525,0.918044192,374.9191682,0.461723114,308.9059846,0.380426089,297.1160794,0.365906502,280.8846323,0.345917035,190.4283859,0.234517717,221.7177881,0.273051463,244.6127926,0.301247281,70.51671772,0.086843248,153.0181613,0.188446011,104.7486259,0.129000771,111.8254513,0.137716073,61.44367645,0.075669552,56.75,7.5,4,9,6.5,10.5,6,5.25,4.5,3,0.5,67.25,7,3,10,8.5,13,7,8.5,5.75,3,1.5,16,23,13,11.5,11,74.5,Udaya Bahadur Rai,48,Male,CPN-UML
1,ILAM,Nagarpalika,Suryodaya,55457,4064,5330,1666,523,5330,9.61%,225.52,28.6255492,1.115419456,637.7693801,0.539568003,536.6581334,0.454025494,526.8125185,0.44569587,491.227246,0.415589887,330.9276043,0.279972592,386.7086453,0.327164675,409.570666,0.346506486,153.4292401,0.129804772,265.5097501,0.224627538,177.6879269,0.150328195,206.0445999,0.174318612,137.3422045,0.116194758,81.25,7.5,6,9,9,14,7,10.5,9,5,4.25,96.25,9,8,11,9.75,16,7,13,9,7.5,6,20,26.5,16,9.5,13.5,85.5,Ran Bahadur Rai,46,Male,CPN-UML
1,JHAPA,Nagarpalika,Arjundhara,84429,8848,8506,2397,911,8506,10.07%,109.86,83.51401514,1.901104019,654.6945622,1.142573407,535.0520779,0.93377326,541.1978441,0.944498855,444.130524,0.775096901,294.7567596,0.514409703,341.1021998,0.595291797,294.9081811,0.514673964,171.1875886,0.298756699,201.4651651,0.351597147,167.8602152,0.292949765,206.4806624,0.360350196,201.8594815,0.352285308,60.75,6.75,5,8,9,9.75,6.5,10,1,2,2.75,60.5,7.5,4,7,7.25,9.5,7,9,2.5,2,4.75,13.5,17,14,5,10,59.5,Hari Kumar Rana Magar,59,Male,CPN-UML
1,JHAPA,Gaunpalika,Barhadashi,37916,2968,2919,672,223,2919,7.70%,80.32,55.43890928,1.387212462,323.315398,0.777200476,268.9211812,0.646445147,257.073687,0.617965594,220.622989,0.530343723,162.2253571,0.389964801,171.3257565,0.411840761,165.3856735,0.397561715,79.53142975,0.191181322,116.5172301,0.280089495,84.24928638,0.202522323,98.19624668,0.23604867,81.36182069,0.1955813,38.25,6,3.75,3.5,7,7.25,5,2,1.75,2,0,58.75,8,5.75,6.5,8.5,11,6,4.75,3,2.5,2.75,16,21,10,6,10,63,Khanga Prasad Rajbanshi,54,Male,NC
1,JHAPA,Nagarpalika,Bhadrapur,70823,6214,7346,2719,1186,7346,10.37%,96.35,53.05031075,3.324836305,688.5561481,1.388218041,538.6217924,1.085931033,550.3349152,1.1095462,484.9185099,0.977658286,384.9818026,0.776172989,405.2602063,0.817056868,359.5777836,0.724955209,293.974515,0.592690554,343.3333091,0.692204252,284.5063042,0.57360142,298.6434557,0.602103741,348.7590039,0.703143153,59.75,8,3,7,6.5,9.75,7,9,5,4.5,0,67.25,8,3,6.5,8.5,11.75,7,9.5,8.5,4.5,0,9.5,16,12,5,11,53.5,Jiwan Kumar Shrestha,52,Male,CPN-UML
1,JHAPA,Nagarpalika,Birtamod,117355,13073,15454,5476,2366,15454,13.17%,78.24,105.3988319,3.487148985,818.3350351,2.015603535,704.3193913,1.734776826,709.8435769,1.748383194,566.2040886,1.394591351,413.6504052,1.018843362,459.7232898,1.132323374,345.5928012,0.851213796,259.7066408,0.639671529,237.8477799,0.58583197,248.1909243,0.611307695,241.1488434,0.593962668,424.4461487,1.045433864,50.75,7,2.5,8.5,4.5,9.75,7,5.5,0,2.5,3.5,62.75,7.75,4,7.5,7.5,10.75,7,5,6.5,4,2.75,13.5,19,10,7,12.5,62,Dhurwa Kumar Siwakoti,61,Male,CPN-UML
1,JHAPA,Gaunpalika,Buddhashanti,52911,4849,5544,1664,583,5544,10.48%,79.78,80.76674888,1.622212054,405.0461368,0.966697224,342.0675957,0.816390443,334.6659242,0.798725356,282.6690728,0.674627859,191.4360965,0.456888059,206.3146707,0.492397782,185.1368829,0.441854136,98.75576846,0.235693958,132.3342341,0.315833494,101.4534252,0.24213228,112.5122855,0.268525741,78.68652424,0.187796001,36.5,6,1,5,4.25,6.75,5,4,3,1.5,0,40,7.25,1.5,2,4,7.75,6.5,6,3,1,1,5,14,10,3.5,8,40.5,Ramesh Kumar Bhujel,58,Male,NC
1,JHAPA,Nagarpalika,Damak,107410,12287,14126,4783,1942,14126,13.15%,70.86,136.9563455,3.035361119,773.6217444,2.090869579,615.7972673,1.664316939,602.4653645,1.628284769,508.5889835,1.37456482,347.4304642,0.939001255,417.1973588,1.127560429,254.2516273,0.68716656,217.4981878,0.58783294,214.9245855,0.580877258,173.6683549,0.469373932,192.7124475,0.520844453,309.4715328,0.836409548,69.25,8,4,9,8.75,9.5,6,7,5.5,7,4.5,77.25,7.75,6.5,7.75,8.25,12.5,7,8.5,6,8.5,4.5,19,26.5,16,11.5,15.5,88.5,Romnath Oli,60,Male,CPN-UML
1,JHAPA,Nagarpalika,Gauradhaha,60598,5025,5318,1482,566,5318,8.78%,149.89,65.02017127,1.15228252,535.4815553,0.685635794,482.873989,0.618276554,449.3998694,0.575415966,376.9544517,0.482656148,261.9435906,0.335395122,289.0273144,0.370073386,272.3302648,0.348694321,102.8673557,0.131712363,190.821271,0.244329412,124.843616,0.159850981,149.7497061,0.191740981,137.2039319,0.17567725,51.5,8.5,4.75,4.5,7.75,10,6,3.5,3.5,2.5,0.5,63.5,9,4.5,7.5,8,11.5,6,9,3.5,4,0.5,6,19.5,9,4.5,6.5,45.5,Rohit Kumar Shaha,46,Male,NC
1,JHAPA,Gaunpalika,Gauriganj,36058,1669,1996,506,215,1996,5.54%,101.35,53.32051972,1.286010447,380.3557104,0.723109716,349.634258,0.664703912,305.3812981,0.58057281,253.5970941,0.482123753,187.2598068,0.356007237,199.5323699,0.379339106,199.1783609,0.378666085,89.89868904,0.170910055,138.1534873,0.262649215,94.11809786,0.178931745,110.1957656,0.209497653,111.8190567,0.212583758,65.25,8.5,7,6.5,9.25,13,6.5,5,6.5,2.5,0.5,60.25,8,6.5,5.5,9.75,12,6,5,4.5,3,0,-,-,-,-,-,N/A,Baburaj Shrestha,57,Male,RPP
1,JHAPA,Gaunpalika,Haldibari,33054,2989,2720,526,194,2720,8.23%,117.34,58.95834529,1.405335128,498.2518566,0.818147548,411.2558992,0.675297043,379.3475429,0.622902369,308.6369612,0.50679304,223.3067753,0.366677792,246.9870516,0.405561661,238.6458806,0.391865157,115.8807377,0.190280357,171.7034143,0.281943209,133.3780632,0.219011598,163.4209584,0.268343117,94.7248647,0.15554165,48.25,6.75,5,5.75,8.5,11.75,7,1.5,0,2,0,48.5,7.5,4.5,6,8,12.5,6,0.5,2,1.5,0,12.5,18,11,2.5,7.5,51.5,Rawindra Prasad Lingden,47,Male,RPP
1,JHAPA,Gaunpalika,Jhapa,39372,1918,1844,374,153,1844,4.68%,94.12,33.45058688,1.331564607,311.2779698,0.633967352,262.5231275,0.534670321,246.8572235,0.502764203,223.1907587,0.454563663,170.7211001,0.347700815,182.278963,0.371240251,184.9802457,0.376741845,86.0587048,0.175272311,132.8016721,0.270471837,97.46682078,0.198506763,110.6316501,0.225319043,95.31497566,0.194124187,53.25,6,3,8,8,11.25,4,5.5,2,4,1.5,65.5,8,5.75,6,8.25,12,5,6,6.5,6,2,14.5,23,11,7,10.5,66,Jaya Narayan Shah,51,Male,NC
1,JHAPA,Gaunpalika,Kachankawal,42386,2406,2341,462,153,2341,5.52%,109.65,37.63645765,1.522231602,427.9691118,0.744294107,367.1105171,0.638453073,348.0756652,0.605348983,317.5172509,0.552203915,249.1936893,0.433380329,266.0119686,0.462629511,252.8949605,0.439817323,121.2675467,0.210900081,170.3511882,0.296262936,123.1370852,0.214151452,131.5490429,0.228780944,114.6193713,0.199338037,45,5.5,4.5,7.5,6.5,8,5,3,2,2.5,0.5,66.75,7.5,6.5,8.5,6,8.25,6.5,6.5,7.5,6.5,3,15.5,19.5,15,9,10.5,69.5,Anjara Aalam,49,Male,RPP
1,JHAPA,Gaunpalika,Kamal,53710,5689,4945,1212,450,4945,9.21%,104.57,93.20206103,1.493802493,538.284844,0.994981227,466.4374849,0.862176497,444.2125808,0.821095343,378.6155181,0.699843841,260.7664189,0.482008168,284.9831447,0.526771062,229.9212433,0.424993056,120.2883812,0.222344512,166.2856126,0.307367121,108.3324698,0.200244861,125.3704892,0.231738427,118.59352,0.219211682,60.75,7.5,4,4.5,10.25,8,7,10,4.5,5,0,69.75,8.5,5.5,8,9,12,7,8.75,5,3.5,2.5,13.5,26,15,9.5,11.5,75.5,Menuka Kafle,53,Male,CPN-UML
1,JHAPA,Nagarpalika,Kankai,53088,5866,5449,1546,651,5449,10.26%,79.09,83.98271777,1.8323743,512.1678448,1.249189865,402.113185,0.980763866,374.2247103,0.912743196,333.1741988,0.812619997,218.9376715,0.533994321,238.484328,0.581669093,203.4020993,0.496102681,118.0617783,0.287955557,143.6083653,0.350264306,114.6176907,0.279555343,144.9544471,0.353547432,136.122287,0.332005578,77.75,7,7,8.5,10.5,14.5,5.5,10.25,5,5.5,4,90,8,8,10,10,15.5,7,11,9.5,6.5,4.5,20,27,16,13,16.5,92.5,Rajendra Kumar Pokhrel,53,Male,CPN-UML
1,JHAPA,Nagarpalika,Mechinagar,131520,11308,12885,4023,1494,12885,9.80%,192.61,93.6394827,2.144701971,1458.196429,1.464052639,1278.371018,1.283505038,1137.48367,1.142051877,918.0655717,0.921752582,654.4610793,0.657089437,654.587428,0.657216293,587.4234191,0.589782549,351.1311581,0.352541323,408.0636909,0.409702501,305.7459182,0.306973813,310.8678161,0.312116281,274.4621598,0.275564417,54,6.5,3.5,5.5,6.25,7.5,6.5,5.5,5.25,6,1.5,74.75,8,5,8,8.75,15,6,11,1.5,7.5,4,14,12,5,6,5.5,42.5,Bimal Acharya,46,Male,NC
1,JHAPA,Nagarpalika,Shivasataxi,73460,7283,6337,1600,627,6337,8.63%,145.47,72.51151197,1.430025638,654.4491027,0.864529858,530.9892723,0.701438933,514.3976818,0.679521376,440.8327624,0.582341826,291.3940372,0.384932678,330.5295064,0.436630788,298.1816552,0.393899148,154.8999234,0.204623413,216.8942185,0.286518122,162.1275214,0.214171098,186.0405752,0.245760337,145.9792541,0.192839173,68.75,7.25,4,6.5,9.5,11.5,5.75,9.25,10,4,1,63.25,8,5.25,6.5,8.5,11.5,5.5,11,4,2,1,-,-,-,-,-,N/A,Chandra Kumar Bhaktabahadur Serma,55,Male,CPN-UML
1,KHOTANG,Gaunpalika,Ainselukhark,13581,1001,801,181,75,801,5.90%,125.39,50.43564077,0.853212753,293.4156821,0.446599212,256.8744117,0.39098084,267.5542749,0.407236339,230.4800128,0.350806717,160.8949801,0.244893425,165.8481958,0.252432566,177.8529832,0.270704693,43.737668,0.066571793,123.2654244,0.187618606,83.08131284,0.126455575,87.89810922,0.133787076,57.19086387,0.087048499,60,6.5,6.25,6.5,10,11.5,5.5,7.5,1.75,3.5,1,59.5,7,5.5,8.5,8,11.5,6,8,0,4,1,-,-,-,-,-,N/A,Bishwa Nath Niraula,57,Male,NC
1,KHOTANG,Gaunpalika,Barahapokhari,11461,563,665,120,44,665,5.80%,141.6,38.73403315,0.885454285,321.2716932,0.431816792,250.4831832,0.336670945,268.3383278,0.360669795,229.8722007,0.308968012,163.5707207,0.219853119,183.6032404,0.246778549,193.419251,0.259972112,90.92598344,0.122212343,116.311354,0.156332465,100.8647185,0.135570858,108.9001769,0.146371206,49.63514604,0.066713906,70.75,8,6.25,9,8.5,13.75,5.5,7.5,6,4.75,1.5,60.5,8.5,5,4.5,6,12.5,6,7.5,4.5,3.5,2.5,-,-,-,-,-,N/A,Salik Raj Banjara,40,Male,NC
