PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021,popn_secondary,popn_highschool,popn_graduate,popn_post_graduate, popn_highschool_and_equivalent,popn_highshool_above,high_school_per,area_kmsq,percen_chg_nl,baseline_nl_sqkm,sum_2023,sum_2022,sum_2021,sum_2020,sum_2019,sum_2018,sum_2017,sum_2016,sum_2015,sum_2014,sum_2013,sum_2012,lisa_20_21,gov_magm_20_21,org_admin_20_21,budg_magm_20_21,fiscal_magm_20_21,service_dev_20_21,jud_exe_20_21,phy_infra_20_21,soc_inc_20_21,env_protec_20_21,cop_cor_20_21,lisa_21_22,gov_magm_21_22,org_admin_21_22,budg_magm_21_22,fiscal_magm_21_22,service_dev_21_22,jud_exe_21_22,phy_infra_21_22,soc_inc_21_22,env_protec_21_22,cop_cor_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation,Neighbor_Percent,lisa_20_21,10.1.1_20_21,10.1.2_20_21,10.2.1_20_21,10.3.1_20_21,10.3.2_20_21,10.3.3_20_21,10.1.1_21_22,10.1.2_21_22,10.2.1_21_22,10.3.1_21_22,10.3.2_21_22,10.3.3_21_22
6,KALIKOT,Nagarpalika,Raskot,16469,763,1682,270,123,1682,2075,12.60%,59.74,19.33103603,0.838359776,145.6654454,124.6890326,114.6758299,105.4062367,81.64257479,87.39051358,96.09891418,26.7813711,46.38369196,31.07047472,44.86392074,38.704997,73.5,8.5,7.5,8.25,9.5,12.75,5.75,6.75,5,6,3.5,69.25,7,5.75,9,8.5,15.75,7,2.5,7,5,1.75,Kashi Chandra Baral,46,Male,CPN-MC,15.38%,73.5,0.5,0.5,0.5,1,0.5,0.5,0.75,1,0,0,0,0
6,KALIKOT,Gaunpalika,Sanni Tribeni,12864,635,1294,185,71,1294,1550,12.05%,136.7,13.78873277,0.808932457,297.6070729,252.191366,246.6404569,225.8833113,171.5486978,183.8093913,216.7529692,57.70505019,99.46197882,68.40426917,97.33641186,78.53643621,58.5,6,6.25,7.5,5.75,12,6,5,6,3.5,0.5,66.25,7.5,6,7.75,9.5,13.5,7,5,6.5,3.5,0,Dambar Bahadur Shahi,34,Male,CPN-MC,15.38%,58.5,0,0,0,0,0,0.5,0,0,0,0,0,0
6,KALIKOT,Nagarpalika,Tilagufa,16259,1002,1546,258,87,1546,1891,11.63%,262.56,21.15951275,0.761206795,551.4463785,463.1202029,468.858703,424.8625172,324.2364119,353.5563098,386.9763854,80.93998795,198.6475817,132.885869,190.247312,139.585019,76.25,7,6.75,6.5,10.5,15,6.5,6.5,10,4.5,3,72.75,7.5,6,6.5,9,14.75,6.5,5.5,9.5,7,0.5,Ratna Bahadur Shahi,37,Male,CPN-MC,23.08%,76.25,0.5,0.5,0,0,1,1,0,0,0,0,0,0.5
6,MUGU,Nagarpalika,Chhayanath Rara,25692,1397,1651,527,154,1651,2332,9.08%,480.67,19.04798796,0.856955666,1065.504762,895.2161613,894.8585858,877.822268,614.8153244,653.0308943,751.6788827,193.3845424,410.9629893,291.6251059,361.989877,274.227638,72.75,7.25,6.75,7,7.5,13.25,7,10.25,7.75,4,2,68.25,8,7.25,6.5,8.5,13.75,5,6.25,7.5,4.5,1,Harijung Shahi,43,Male,NC,30.77%,72.75,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5
6,MUGU,Gaunpalika,Khatyad,19301,766,1306,186,60,1306,1552,8.04%,281.11,17.55647703,0.805298637,583.8337862,503.647834,498.9667917,490.0273504,345.7387263,377.5925363,424.4485751,105.76206,228.5904234,146.7089407,196.2138776,149.3016878,45.75,6.75,4.25,4.5,2,5.5,4.5,7.25,5,4,2,37.75,7.5,4.5,3,6,7.5,3.5,1,1.75,1.5,1.5,Ubjan Bahadur Shahi,40,Male,CPN-UML,7.69%,45.75,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5
6,MUGU,Gaunpalika,Mugum Karmarong,7301,185,340,51,18,340,409,5.60%,2106.91,18.13883491,1.00485471,4930.856848,4263.551963,4237.407016,3907.507017,3172.458924,3148.40786,3586.802781,997.0257608,2034.047962,1850.677244,2098.961671,1574.596791,51.5,8,5.5,5,5,9.75,4.5,4.25,4,3.5,2,64.75,8.5,7,8.25,8.25,11.75,4.5,5,4.5,4.25,2.75,Chiring Kyapne Lama,62,Male,NC,15.38%,51.5,0.5,0,0,0.5,0,1,0.75,0.5,0,0.5,0,1
6,MUGU,Gaunpalika,Soru,14364,600,995,80,23,995,1098,7.64%,365.8,17.29280023,0.874061982,782.6077946,691.7638669,681.6253629,644.7642339,481.371703,517.4968648,581.1314604,171.9920329,306.5741304,219.2298679,271.0306454,213.0584018,73.5,8,8,7.5,10.5,14.5,6,7,4.5,5.5,2,50.75,6,6,6.5,6.25,11,4,3,3.5,3.5,1,Lok Bahadur Shahi,54,Male,NC,7.69%,73.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,1
6,SALYAN,Nagarpalika,Bagchaur,34053,1348,3595,654,285,3595,4534,13.31%,163.14,28.20827745,0.852688136,420.3341926,332.1044435,313.4631527,279.6445405,209.5911686,229.123363,244.4952533,80.56090152,134.2366441,97.1373712,116.3883946,82.14142649,63,7.25,5.5,8,7,11.25,6,3.75,5.75,6.5,2,60,7.25,5.75,7,8.75,11,5.5,5.5,5.25,3.5,0.5,Lokman Budhathoki,46,Male,CPN-MC,30.77%,63,0.5,0,0,0.5,0,1,0.5,0,0,0,0,0
6,SALYAN,Nagarpalika,Bangad Kupinde,33758,940,1661,285,108,1661,2054,6.08%,338.19,72.8730933,1.012679468,823.0685946,689.343627,886.7654528,567.3261055,495.1135774,499.468175,512.9574741,246.990511,266.6995693,343.2647232,251.8933141,259.3860857,N/A,,,,,,,,,,,51.75,6.5,5.75,5,6.75,8.75,4,5.5,5.5,4,0,Govinda Kumar Pun,47,Male,CPN-UML,38.46%,N/A,,,,,,,,,,,,
6,SALYAN,Gaunpalika,Chhatreshwori,21368,1280,1566,339,120,1566,2025,9.48%,150.7,48.51586387,0.889440773,409.6543657,324.6502212,341.7983479,268.1891778,240.7929466,212.2167832,230.1426521,71.86327162,133.4849824,100.6639919,113.4125204,93.10726112,N/A,,,,,,,,,,,49.25,6.5,5,7.5,6,10.75,3,0,7,3.5,0,Santosh KC ,31,Male,NC,15.38%,N/A,,,,,,,,,,,,
6,SALYAN,Gaunpalika,Darma,19998,837,1670,351,130,1670,2151,10.76%,81.46,28.45978936,0.824493112,188.8064534,154.0029941,157.3368869,133.8853312,100.7248461,112.5341515,122.4794838,33.09363617,64.04996951,49.02974603,60.2581894,42.60680366,42.75,4,5.75,3.5,5.75,6,3,3.75,4,3,4,81.75,8.5,8,10.5,9.75,15.5,7,6.5,9.5,5,1.5,Nim Bahadur KC,41,Male,CPN-MC,30.77%,42.75,0,0,1,1,1,1,1,0.5,0,0,0,0
6,SALYAN,Gaunpalika,Dhorchaur,13135,549,844,165,52,1155,1061,8.08%,89.36,32.95769768,0.847480803,211.4599499,192.417566,175.3383119,147.7464162,117.6137455,123.3821292,131.8752618,49.78979512,70.72588184,50.53259964,62.93665664,54.87212933,45.5,5.5,5,6,6,8,5,4.5,1,4.5,0,66.25,8,6,7.5,9.75,13.5,6,4.5,7.5,3.5,0,Chitra Bahadur Chalaune,39,Male,CPN-UML,7.69%,45.5,0,0,0,0,0,0,0,0,0,0,0,0
6,SALYAN,Gaunpalika,Kalimati,22498,906,1155,147,59,1002,1361,6.05%,500.68,35.28599875,1.383723525,1458.497817,1147.950226,1146.934125,831.0651504,1113.781277,783.3135708,847.7847934,725.9950071,495.4821775,701.9488003,651.5679581,349.6188805,58,8,7,10,9,8,4,6,3,2.5,0.5,84,8.5,8,10.5,11,14,6,8,8.5,5.25,4.25,Dan Bahadur Khatri KC,45,Male,CPN-UML,30.77%,58,0.5,0,0,0,0,0,0.75,0.5,0,1,1,1
6,SALYAN,Gaunpalika,Kapurkot,17548,666,1002,186,90,1836,1278,7.28%,119.21,33.11227413,0.830957213,305.1573489,243.7191918,240.4627938,211.6804395,156.7848664,167.6879031,180.6465973,48.0209864,98.87322381,68.69283006,85.69389031,57.32358166,N/A,,,,,,,,,,,60,7.25,6.75,8,7.5,10,4,6.5,5.5,3.5,1,Bhim Bahadur Sen,43,Male,CPN-UML,23.08%,N/A,,,,,,,,,,,,
6,SALYAN,Gaunpalika,Kumakhmalika,24858,1129,1836,345,115,2639,2296,9.24%,177.28,55.90509367,0.822020498,404.9997981,344.2979743,411.4343978,295.081563,261.5898759,253.3169142,263.9005488,69.47937166,139.0441794,110.4870758,142.5026853,198.138742,64.5,8,6.25,6.5,8.25,11,6,4.5,7.5,6.5,0,59,8,5.25,5,7,11.25,6,6,8,2.5,0,Dil Maya Buda Magar,39,Female,CPN-MC,23.08%,64.5,0,0,0,0,0,0,0,0,0,0,0,0
6,SALYAN,Nagarpalika,Sharada,34684,1999,2639,763,316,844,3718,10.72%,198.33,60.36975311,1.246978341,589.4495615,501.6266927,543.6798259,384.1359267,358.0114205,308.0976631,339.0164388,152.4401472,200.3906868,297.4055848,201.9775134,294.3569031,56.75,4.75,6.25,7,7.75,11,5.5,5.5,5.5,3.5,0,68,8,7,7,10,12.5,6,7,7.5,3,0,Suresh Adhikari,49,Male,NC,15.38%,56.75,0,0,0,0,0,0,0,0,0,0,0,0
6,SALYAN,Gaunpalika,Tribeni,16768,964,888,154,81,888,1123,6.70%,119.11,51.76921266,0.943698712,357.2844048,246.0886876,271.2104405,209.1634228,218.3580416,167.0683592,178.6992472,94.92679572,98.65061387,77.33915775,89.42363804,67.47509509,48,7,5.25,6,7,7.5,3.75,4,4,2.5,1,73.5,8,6.25,10.5,9.5,13.75,6,8.5,6,5,0,Man Bahadur Dangi,52,Male,NC,23.08%,48,0.5,0,0,0,0,0.5,0,0,0,0,0,0
6,SURKHET,Gaunpalika,Barahtal,25562,1453,1133,235,85,1133,1453,5.68%,455.09,54.34629882,1.22241986,1208.765691,1007.474757,1203.52458,760.5243879,1045.590316,882.795236,779.7560351,473.6634329,442.0049953,529.8197523,561.179956,328.320566,51,6.25,4.25,7,6.25,9.75,3.5,4,6.5,3,0.5,68,7,4,9,8.5,14,6,5.5,8.5,4,1.5,Tej Bahadur Basnet,55,Male,NC,38.46%,51,0.5,0,0,0,0,0,0.5,0,0,0,1,0
6,SURKHET,Nagarpalika,Bheriganga,48581,3353,2942,569,249,2942,3760,7.74%,256.2,50.9776615,1.472122586,745.8963787,651.2861886,686.0989275,472.0837145,614.9770366,424.2577612,454.4373788,403.2725889,268.5766357,382.344623,312.6725992,205.9112729,65.5,7,6,7,4,10,6.5,8.5,8,4.5,4,71.75,7,5.25,7,7,13.75,6,8,8,6,3.75,Bhupendra Bahadur Chand,60,Male,NC,23.08%,65.5,0.5,0.5,0,1,1,1,1,0.75,0,0,1,1
6,SURKHET,Nagarpalika,Birendranagar,154886,14717,19645,6973,3679,19645,30297,19.56%,244.98,46.85931964,1.818887136,1132.117254,974.6607726,849.229208,674.9240428,589.4063513,535.175683,578.2603447,450.3716202,421.5638874,332.1680296,369.0703821,346.3331217,81.75,8,7,8.5,7.5,15.75,7,9,8,7,4,71.25,6.5,4.75,7.5,9.25,12.25,6.5,7.25,7.5,6.5,3.25,Dev Bahadur Subedi,41,Male,NC,30.77%,81.75,0.5,0,1,0.5,1,1,0.75,0.5,0,0,1,1
6,SURKHET,Gaunpalika,Chaukune,27006,814,1313,222,106,1313,1641,6.08%,381.03,65.50294783,1.172211127,952.7351409,810.2072432,1034.546892,624.6760209,682.0236716,621.3627167,625.0927283,482.6310859,325.3034969,353.5631122,354.7841268,356.6294335,46.5,7.5,3,4.75,5.5,10.75,4.5,1,3.75,3.5,2.25,37.25,5.25,5,5.75,3.5,6.25,2.75,2.5,2.25,4,0,Dhir Bahadur Shahi,36,Male,CPN-UML,0.00%,46.5,0.5,0.75,1,0,0,0,0,0,0,0,0,0
6,SURKHET,Gaunpalika,Chingad,15752,876,766,175,91,766,1032,6.55%,170.17,73.93823855,0.830780674,379.9690517,307.0791009,434.5827317,275.382331,219.7211031,234.5837378,249.8488747,70.47734695,130.6730071,114.4965604,126.2304357,141.4189341,66.75,7.75,5.75,7.5,8.5,13.75,4,7.5,6,5,1,72.5,8,5.75,9,8.5,13.75,5.5,8.5,6.75,4.5,2.25,Dev Bahadur Chand,61,Male,NC,23.08%,66.75,0.5,0,0,0,0,0.5,0.75,0,0,0.5,0,1
6,SURKHET,Nagarpalika,Gurbhakot,49394,3202,3014,738,269,3014,4021,8.14%,228.6,48.08847877,1.193608423,652.5979753,509.3934133,561.883356,414.5188976,394.6318355,354.7071013,379.4240853,278.934403,220.3327698,212.7442838,209.3384305,167.8264276,93.25,9,7.75,11,10.75,14.25,7,12,8.5,7,6,88.25,8.75,5.75,9,11,15,6.75,10,10,7.75,4.25,Hasta Pun,42,Male,NC,15.38%,93.25,1,1,1,1,1,1,0.75,0,1,0.5,1,1
6,SURKHET,Nagarpalika,Lekbeshi,31791,1607,1704,405,170,1704,2279,7.17%,180.93,37.82589982,1.005318593,500.4155146,409.8352319,417.1881961,339.8269594,293.7925544,280.2726451,302.6921621,111.80871,174.4291274,138.6391724,177.7205842,150.0806979,66.75,8.5,7.5,8.5,5.5,10.5,5,7.5,5.75,4.5,3.5,63,8.5,4.75,6,8.25,9.25,5,7,6,4.25,4,Gagan Sighn Sunar,51,Male,CPN-UML,0.00%,66.75,0.5,0.5,1,0.5,0,1,0.5,0.5,0.5,0.5,1,1
6,SURKHET,Nagarpalika,Panchpuri,36062,2018,1831,421,176,1831,2428,6.73%,329.9,34.7683909,1.338272191,921.731993,710.8160307,890.9686073,566.224276,692.9235324,625.3780039,661.1109633,335.6858489,351.2741829,417.9129883,430.7480736,247.6173105,67.5,6.75,4,5,10,12,5.75,8,6,9,1,57.75,7,3.5,6,7.5,11.5,3.25,5.5,7,6,0.5,Upendra Bahadur Thapa,54,Male,NC,15.38%,67.5,1,0,0,0,0,0,0,0.5,0,0,0,0
6,SURKHET,Gaunpalika,Simta,24298,1231,1444,292,130,1444,1866,7.68%,241.64,119.1716312,1.114864036,553.5329696,596.2233965,801.1783506,399.5874222,347.4019116,359.3916577,365.5483815,194.1126402,189.2841435,328.6378172,205.4209371,277.1967713,37.5,4.75,3,5,6,4,5.5,4,2.75,2.5,0,55.25,8.5,7,7.5,5.25,9.5,4,4,5,4,0.5,Tej Bikram Shahi,40,Male,CPN-UML,23.08%,37.5,0,0,0,0,0,0,0,0,0,0,0,0.5
6,WESTERN_RUKUM,Nagarpalika,Aathbiskot,35929,1331,2208,523,164,2208,2895,8.06%,560.34,23.53275607,0.832278408,1230.467621,1049.008686,1057.713494,959.6438444,701.4021896,791.129402,856.2210766,259.6217204,446.5080829,303.0846525,430.2264613,319.1041244,48.75,4.5,4.75,6.25,7.75,7,5.5,4,2.5,5,1.5,83.5,7.5,6.5,5.5,9,13,7,12,10,7.5,5.5,Gorkha Bahadur KC,42,Male,CPN-MC,38.46%,48.75,0.5,0,0,0,0,1,1,1,1,0.5,1,1
6,WESTERN_RUKUM,Gaunpalika,Banfikot,20940,1027,2074,399,189,2074,2662,12.71%,190.4,33.54563191,0.897689487,430.8428968,369.1195561,384.6833071,329.0562959,242.4693013,275.0992199,288.0538297,131.0708637,146.6991008,117.856519,137.8279369,99.16544691,74.25,8,5.5,6,11,12.75,7,6.5,9.5,4,4,62.25,8.5,4.5,4.5,10,13,5,2,9,3.25,2.5,Dharma Bahadur KC,50,Male,CPN-MC,30.77%,74.25,0,0,1,1,1,1,0.5,0.5,0,0,0.5,1
6,WESTERN_RUKUM,Nagarpalika,Chaurjahari,29255,1225,2863,803,309,2863,3975,13.59%,107.36,71.13487423,0.864051624,319.3460495,257.3748518,279.1320677,199.7553324,156.3138224,159.6638683,163.106479,44.62042487,88.64814442,74.68328115,81.05789156,61.19554681,79,8.75,7.5,8,8.75,14.5,4.5,10,7.5,4.5,5,87.25,9,8,10.5,10,13.5,6,12,9,4.5,4.75,Bishal Sharma,44,Male,CPN-MC,30.77%,79,1,0,1,1,1,1,1,0.75,1,1,1,0
6,WESTERN_RUKUM,Nagarpalika,Musikot,33871,1912,4122,1098,450,4122,5670,16.74%,162.69,32.27509372,0.985032854,458.018167,376.8874506,368.6676313,326.1926434,244.0523214,263.8008998,278.7128105,93.72437335,156.0743611,112.5084351,130.6177022,96.78092033,72,8.5,6.5,7.5,10,12.75,7,5,7.75,3.5,3.5,69.75,8.25,7,7,8.5,12.75,6.5,8,4.75,5,2,Debi Lal Gautam,66,Male,CPN-MC,61.54%,72,1,0.5,0,0,1,1,1,0.5,0,0,0.5,0
6,WESTERN_RUKUM,Gaunpalika,Sani Bheri,24778,1436,2564,447,123,2564,3134,12.65%,133.79,37.47346209,0.813509566,321.9166719,270.0142773,279.8024349,235.0619919,178.2086283,201.9569591,203.5319622,53.52266974,106.995589,71.3075583,98.45281483,80.71192048,70.25,8,7,7,10.75,11.25,7,7.75,5.5,4,2,70.5,7.75,6.5,6,9.5,13.25,7,9,6.5,4,1,Nar Bahadur Pun,50,Male,CPN-MC,38.46%,70.25,0.5,0,0,0,1,0.5,0,0,0,0,0.5,0.5
6,WESTERN_RUKUM,Gaunpalika,Tribeni,20466,1127,2307,584,169,2307,3060,14.95%,85.5,37.72747446,0.813420565,217.5698045,183.6299049,176.2348252,160.800655,113.0905945,120.5269206,127.9590916,32.28072421,69.66293144,48.28708585,60.93677317,42.33826504,44.5,5,3.75,5.5,5.5,8.25,7,4.5,5,0,0,58,8.5,6.25,6,9.5,12.25,7,3,2.5,2,1,Jhakku Prasad Gharti Magar,52,Male,CPN-MC,53.85%,44.5,0,0,0,0,0,0,0,0,0,0,0,1
7,ACHHAM,Gaunpalika,Bannigadhi Jayagadh,13639,473,1046,209,115,1046,1370,10.04%,58.26,38.38817731,0.995045222,161.2114503,131.079918,136.6251616,116.5605502,82.81344804,93.0698781,98.72603589,36.9122388,56.01785706,40.22920679,44.75430478,36.3585706,36.25,7,5,4,5.25,7.5,2.5,3,1,1,0,52.25,8,5,6,8.75,9.5,2.5,4,3,5.5,0,Rajendra Bahadur Khadka,46,Male,NC,0.00%,36.25,0,0,0,0,0,0,0,0,0,0,0,0
7,ACHHAM,Gaunpalika,Chaurpati,22407,580,862,161,83,862,1106,4.94%,182.16,27.88441484,1.094432666,516.5764483,386.3664625,416.4044516,335.1495292,312.7879668,286.1617768,325.6100066,131.3017516,161.5937859,178.9418737,198.185316,197.5864131,63,9,7,7.5,6.5,12.25,4.5,5.5,4.25,5,1.5,60.25,7.75,5,8,8.75,12.25,6,3,5,4.5,0,Harka Bahadur Saud,32,Male,CPN-UML,15.38%,63,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0
7,ACHHAM,Gaunpalika,Dhakari,22553,555,756,177,56,756,989,4.39%,227.88,36.16454923,0.96567523,545.583456,458.3183711,494.2007767,374.4287681,308.8815067,402.3906511,362.9437908,169.5539452,179.2946208,168.4399284,181.1028575,154.9170373,56,8.5,5.25,7.5,8.75,7.75,4,4,6.75,3.5,0,61.75,8.5,7.75,5.5,8.5,13.5,4,4,6.5,3.5,0,Dhan Bahadur Budha,52,Male,NC,15.38%,56,0,0,0,0,0,0,0,0,0,0,0,0
7,ACHHAM,Nagarpalika,Kamalbazar,20947,675,1055,313,135,1055,1503,7.18%,120.78,54.81981358,0.928788001,319.7798943,297.690327,288.2947862,199.3715797,190.9496289,176.3512144,186.2131077,73.5408347,93.97176496,94.99035168,101.1065809,86.50600073,52.25,7.5,3.75,8,7.25,11.25,6,1,2.5,3,2,69,7.75,7,9.25,9.75,10.25,5,4,7,4.5,4.5,Om Prakash Bista,66,Male,NC,23.08%,52.25,0.5,0.5,0,0.5,0.5,0,0.5,0,1,1,1,1
7,ACHHAM,Nagarpalika,Mangalsen,26843,1147,1644,545,271,1644,2460,9.16%,220.14,45.45883096,1.229467168,676.1135888,542.8754424,580.7367184,397.1319922,431.3641077,394.6366468,399.244731,221.6962651,187.5077491,274.1708645,250.3143829,242.3976736,67.75,7.5,6.5,5,8.5,14.5,6.5,5.5,5,6.75,2,67.25,8,7.75,7.5,9.75,15,6,5.5,2.75,4,1,Padam Bahadur Bohora,58,Male,CPN-UML,15.38%,67.75,0,0.5,0,0.5,0,1,0,0,0,1,0,0
7,ACHHAM,Gaunpalika,Mellekh,23096,733,1250,351,168,1250,1769,7.66%,134.78,25.96563974,0.820876795,329.4355527,276.9617245,267.5829317,245.5580549,176.2045931,195.4278318,212.4253346,52.07505906,109.0960268,68.95467728,94.72746064,80.19840219,63.75,8,4,8.5,9.25,13.75,4,7,2.5,3.25,3.5,60.25,8,5,5.5,8,9.75,5,10.5,4.5,3,1,Lok Bahadur Bohora,36,Male,CPN-MC,7.69%,63.75,1,1,0,1,0,0.5,1,0,0,0,0,0
7,ACHHAM,Nagarpalika,Panchadewal Binayak,26316,859,1427,394,171,1427,1992,7.57%,147.75,39.73297618,0.833312258,370.6295075,298.3376578,310.0654599,300.7840003,187.5349134,206.2717818,221.8985585,61.08243378,114.2063933,95.30015898,102.397161,82.42141388,52,5.25,3.5,3.75,7.5,9.75,6,4.5,9.25,2,0.5,60.75,8,5.75,6,6.5,12,6,5.5,8.5,2.5,0,Deb Raj Debkota,63,Male,NC,7.69%,52,0,0.5,0,0,0,0,0,0,0,0,0,0
7,ACHHAM,Gaunpalika,Ramaroshan,22676,902,1217,252,84,1217,1553,6.85%,173.33,19.40492193,0.796710491,379.2531314,318.9449418,309.6740633,298.770589,211.7689234,238.5326119,259.3478211,68.83685813,132.8136989,91.37693926,116.8619522,91.93408439,40,5.5,3,6,5,5.5,3,8,3,1,0,56.75,6.5,5,8.5,8.5,6.75,3.5,8,7,3,0,Inkar Bahadur Saud,39,Male,CPN-MC,7.69%,40,0,0,0,0,0,0,0,0,0,0,0,0
7,ACHHAM,Nagarpalika,Sanphebagar,25990,1285,2259,608,236,2259,3103,11.94%,166.71,28.25162525,0.966047587,445.734962,364.7542956,361.0330668,312.7952418,246.1184701,259.6391885,281.5036972,113.37085,145.7911324,103.5334935,127.2138513,118.3356518,56.5,9,5,6.5,7.75,11.5,7,3,3.25,3.5,0,64.75,9,3.5,8,7,12.25,7,4,6.5,5.5,2,Kul Bahadur Kunwar,49,Male,CPN-UML,15.38%,56.5,0,0,0,0,0,0,0.5,1,0,0,0.5,0
7,ACHHAM,Gaunpalika,Turmakhad,24440,804,1334,245,87,1334,1666,6.82%,232.07,119.2784391,1.039966304,561.5691261,539.7030356,782.094029,371.1920892,344.1971033,379.4671633,356.6670906,198.4004687,219.9343111,190.3780504,230.2672965,167.5347616,66.5,9,6.5,7.25,7.5,12.75,3,6.25,5.75,5,3.5,51.5,6.25,2.5,6,7,8,4,6,4.5,4.5,2.75,Puspa Raj Sharma,39,Male,NC,46.15%,66.5,0.5,0.5,0.5,1,0.5,0.5,0.75,0,0,0,1,1
7,BAITADI,Nagarpalika,Dasharathchanda,31786,1917,3367,747,434,3367,4548,14.31%,135.15,18.53725893,1.24323541,365.5945423,304.8620263,301.6506276,257.9189064,212.4144407,230.8113295,254.4774785,117.6117229,173.2481912,126.7556703,141.1347154,142.3666567,63,8,5.75,7.5,7.5,10,5.5,3,6.5,5.5,3.75,65.5,8,8,9,9.5,12.5,6,5,3,1,3.5,Narendra Sighn Thapa,55,Male,NC,23.08%,63,0.75,0,1,0,1,1,0.5,1,1,0,1,0
7,BAITADI,Gaunpalika,Dilasaini,23233,818,2199,403,180,2199,2782,11.97%,125.27,28.13342901,1.040642965,319.2699662,279.643052,275.5394687,213.6299215,188.3045914,200.1499457,215.0410481,92.99959354,116.2896622,97.11507322,102.7368665,93.80506033,62,8,5.75,5,8.5,12.75,6,5,5,6,0,65,7.5,7.5,6.5,9.75,12,7,5.75,3.5,5.5,0,Ukendra Bahadur Bohora,38,Male,CPN-UML,15.38%,62,0,0,0,0,0,0,0,0,0,0,0,0
7,BAITADI,Gaunpalika,Dogadakedar,23619,861,2089,412,263,2089,2764,11.70%,126.38,27.68962487,0.983016987,317.3723747,277.4875002,267.757364,224.776032,178.4798288,193.2202819,209.6939076,74.78841431,124.6115706,87.84085469,115.4740985,102.4103981,48.5,5.5,5,5.5,7.75,7.25,4,4.5,5,4,0,55,8,4,6.5,9,9,4,4,7.5,3,0,Chakra Bahadur Karki,45,Male,CPN-UML,15.38%,48.5,0,0,0,0,0,0,0,0,0,0,0,0
7,BAITADI,Nagarpalika,Melauli,21000,872,1543,258,165,1543,1966,9.36%,119.7,21.2457334,0.928027312,283.9835986,248.106427,233.0667053,199.4662746,167.6970242,169.6055485,192.2267273,71.93565268,105.0257645,75.15133265,88.97121582,98.02090833,65.25,8,5.25,7,8.75,10.25,4,7,6.25,3,5.75,65.5,7.25,6.25,7,8.5,9.75,4,6.25,6,4.75,5.75,Krishna Sighn Nayek,64,Male,NC,38.46%,65.25,0.75,1,1,1,1,1,0.75,1,1,1,1,1
7,BAITADI,Gaunpalika,Pancheshwar,17780,728,1204,191,111,1204,1506,8.47%,120.41,24.47936699,1.046821067,311.5366862,260.3792118,266.5322677,216.5335979,192.1526666,185.2166154,214.1176278,73.56885429,126.257489,90.24692782,101.2439606,114.7709798,33.5,5.5,4.75,2.5,6.75,2.25,0,4,3.75,2,2,71,7,7.5,9,11,11,4,7,4.5,4,6,Gorakh Bahadur Chand,49,Male,CPN-UML,0.00%,33.5,0,0,0,1,0,1,1,1,1,1,1,1
7,BAITADI,Nagarpalika,Patan,28360,1178,2729,553,427,2729,3709,13.08%,219.26,58.37305441,0.978070635,518.7966962,531.345554,576.6869838,378.2540582,321.5139784,324.6957548,364.1320084,128.2072382,205.4982018,159.9696216,176.7022334,184.0363399,45,7,4,5,6,8.5,5,4,4,1.5,0,41,6.5,4,3.25,5.75,8,4.5,3,4,1.5,0.5,Keshav Bahadur Chand,66,Male,NC,38.46%,45,0,0,0,0,0,0,0.5,0,0,0,0,0
7,BAITADI,Nagarpalika,Purchaudi,38666,1216,3051,503,353,3051,3907,10.10%,198.52,27.72284736,0.858368541,446.4357739,390.0062233,389.0917014,324.7284605,255.5668567,286.7168952,304.6375096,97.61603733,168.2082299,111.1515142,136.3589308,124.8121234,50.5,7,4.75,6.5,8.25,10.25,3,4.5,3.75,2,0.5,80.5,8,7,8,10,14.5,7,11,8,6,1,Rada Bahadur Kuwar,50,Male,CPN-MC,0.00%,50.5,0.5,0,0,0,0,0,0,0,0,0,0,1
7,BAITADI,Gaunpalika,Shivanath,18247,543,1060,129,89,1060,1278,7.00%,81.65,13.37787918,1.029445404,192.1051895,183.3821064,162.5763517,140.4294041,129.2349849,122.4935116,143.3933611,51.86271708,74.84102656,66.11976431,61.33692535,115.2280092,50.25,9,3,6,8.25,7,4,3.5,4.5,5,0,62.25,9,6,6,7,11,5,5.75,6,4.5,2,Karna Sighn Saud,41,Male,NC,15.38%,50.25,0,0,0,0,0,0,0,0,1,0,0,1
7,BAITADI,Gaunpalika,Sigas,23479,503,1685,163,153,1685,2001,8.52%,245.44,25.50344028,0.863422862,547.1820076,480.8073112,476.7007943,409.4115883,331.4706687,352.1482765,379.8308582,126.9043259,189.3104594,151.6283859,177.1101667,157.7706371,41.5,7.25,3.75,5.25,6,7,3,1.5,6.75,0.5,0.5,48.25,8,5,7.25,7.5,10.25,2.5,1,3.5,1.5,1.75,Hari Sighn Dhami,49,Male,NC,15.38%,41.5,0,0.5,0,0,0,0,0.75,0,0,1,0,0
